date,stepCount,stepsDistance,calories,sleepQuality,sleepDuration,inactivityAlertCount,dailyMetMinutes,maximumHeartRate,NO_DATA,SLEEP,SEDENTARY,LIGHT,CONTINUOS_MODERATE,INTERMITTENT_MODERATE,CONTINUOS_VIGOROUS,INTERMITTENT_VIGOROUS,NON_WEAR,sleepDuration_sec
2025-06-15,8026,4316.228515625,1999,0.828516,08:39:00,0,293.8000000000002,197.0,0,11:06:30,01:10:00,01:45:00,00:54:30,00:00:00,00:42:30,00:00:00,08:21:30,08:39:00
2021-06-21,19372,12228.81640625,2744,0.902013,06:12:30,0,378.95000000000005,,0,07:26:00,07:56:30,05:53:00,02:34:30,00:00:00,00:10:00,00:00:00,00:00:00,06:12:30
2019-06-30,0,0.0,1254,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2021-09-09,5734,3501.645751953125,1980,0.845572,07:43:00,0,188.09999999999997,,0,10:35:30,03:36:30,02:00:00,01:22:00,00:00:00,00:02:30,00:00:00,06:23:30,07:43:00
2023-04-19,16617,11794.7841796875,2751,0.871795,08:07:30,0,486.8499999999996,197.0,0,09:10:00,05:21:30,05:12:30,01:14:00,00:00:00,01:09:30,00:00:00,01:52:30,08:07:30
2024-06-20,9619,4930.173828125,2417,0.872123,06:31:00,0,156.10000000000002,197.0,0,08:47:30,06:05:00,08:13:00,00:54:30,00:00:00,00:00:00,00:00:00,00:00:00,06:31:00
2023-03-25,0,0.0,1366,0.0,00:00:00,0,0.0,197.0,0,00:08:00,00:00:00,00:01:00,00:00:00,00:00:00,00:00:00,00:00:00,23:51:00,00:00:00
2022-10-09,21543,19966.091796875,2874,0.824701,10:27:30,0,792.4500000000003,197.0,0,12:11:30,02:24:30,01:41:00,00:29:00,00:00:00,02:09:30,00:00:00,05:04:30,10:27:30
2024-03-18,0,0.0,1374,0.0,00:00:00,0,0.7000000000000001,197.0,0,00:18:00,00:00:00,00:02:00,00:00:00,00:00:00,00:00:00,00:00:00,23:40:00,00:00:00
2022-01-17,0,0.0,1366,0.0,00:00:00,0,0.0,,0,00:17:30,00:00:00,00:01:00,00:00:00,00:00:00,00:00:00,00:00:00,23:41:30,00:00:00
2021-11-13,0,0.0,1366,0.0,00:00:00,0,0.35,,0,00:32:30,00:00:00,00:01:00,00:00:00,00:00:00,00:00:00,00:00:00,23:26:30,00:00:00
2022-07-06,14305,8255.025390625,2468,0.854651,07:10:00,0,232.20000000000007,197.0,0,08:39:30,07:18:30,06:23:30,01:38:30,00:00:00,00:00:00,00:00:00,00:00:00,07:10:00
2025-04-01,13656,7014.142578125,2531,0.8473,08:57:00,0,205.80000000000013,197.0,0,09:04:30,05:12:30,08:18:30,01:24:30,00:00:00,00:00:00,00:00:00,00:00:00,08:57:00
2023-11-01,13759,10008.2001953125,2555,0.0,00:00:00,0,409.30000000000007,197.0,0,09:27:00,05:59:00,05:06:30,00:39:00,00:00:00,00:55:30,00:00:00,01:53:00,00:00:00
2023-06-07,0,0.0,1367,0.0,00:00:00,0,0.40000000000000013,197.0,0,00:03:30,00:00:00,00:02:30,00:00:00,00:00:00,00:00:00,00:00:00,23:54:00,00:00:00
2022-05-27,32261,22198.513671875,3554,0.887227,07:14:30,0,856.0999999999992,197.0,0,07:37:00,05:06:30,06:00:30,02:24:00,00:00:00,02:52:00,00:00:00,00:00:00,07:14:30
2025-01-05,0,0.0,1363,0.0,00:00:00,0,0.0,197.0,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2022-08-29,13884,7501.4189453125,2511,0.828753,07:53:00,1,220.95000000000022,197.0,0,08:03:00,06:00:30,07:34:00,01:25:00,00:00:00,00:00:00,00:00:00,00:57:30,07:53:00
2020-07-02,0,0.0,1252,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-04-26,20604,14977.0234375,3032,0.865007,06:21:30,0,592.0499999999995,197.0,0,09:35:00,05:10:00,05:50:00,02:20:00,00:00:00,01:05:00,00:00:00,00:00:00,06:21:30
2024-12-14,4759,2860.333984375,1850,0.875316,09:53:30,0,78.44999999999992,197.0,0,08:54:00,01:41:30,03:53:30,00:33:30,00:00:00,00:01:00,00:00:00,08:56:30,09:53:30
2020-04-30,0,0.0,1254,0.0,00:00:00,0,0.09999999999999998,,0,00:07:30,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23:52:30,00:00:00
2019-07-20,0,0.0,1255,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2023-04-11,16685,11640.71484375,2210,0.0,00:00:00,0,136.1500000000001,197.0,0,02:36:30,00:00:30,00:07:00,00:00:00,00:00:00,00:00:00,00:00:00,21:16:00,00:00:00
2022-08-20,0,0.0,1367,0.0,00:00:00,0,0.20000000000000007,197.0,0,00:09:00,00:00:00,00:01:30,00:00:00,00:00:00,00:00:00,00:00:00,23:49:30,00:00:00
2023-04-03,0,0.0,1384,0.0,00:00:00,0,2.8000000000000007,197.0,0,00:24:00,00:00:00,00:09:00,00:00:00,00:00:00,00:00:00,00:00:00,23:27:00,00:00:00
2023-11-07,8,3.6266417503356934,1380,0.822368,08:52:00,0,0.45000000000000007,197.0,0,06:31:30,00:00:00,00:03:30,00:00:00,00:00:00,00:00:00,00:00:00,17:25:00,08:52:00
2022-03-31,12327,6813.46484375,2624,0.893908,07:56:00,0,362.9000000000003,197.0,0,08:37:30,06:28:00,04:49:00,02:38:30,00:00:00,00:16:30,00:00:00,01:10:30,07:56:00
2022-05-19,14841,7950.54296875,2849,0.852364,07:13:30,0,462.8500000000006,197.0,0,08:49:00,05:55:00,06:17:30,02:20:00,00:00:00,00:38:30,00:00:00,00:00:00,07:13:30
2022-03-20,19441,16530.173828125,2955,0.851178,07:47:00,0,738.8999999999987,197.0,0,13:14:00,04:49:00,02:51:30,01:22:00,00:00:00,01:43:30,00:00:00,00:00:00,07:47:00
2021-06-13,7488,6053.44287109375,1838,0.868649,06:43:30,0,247.20000000000007,,0,07:04:00,00:23:00,00:22:00,00:16:30,00:00:00,00:41:30,00:00:00,15:13:00,06:43:30
2021-11-08,9295,4710.240234375,2363,0.0,00:00:00,0,204.95000000000016,,0,00:40:00,05:23:00,06:26:00,01:20:30,00:00:00,00:00:00,00:00:00,10:10:30,00:00:00
2024-01-28,6030,2940.022705078125,2074,0.835067,11:13:00,0,95.45000000000002,197.0,0,12:07:00,06:42:30,04:33:30,00:35:30,00:00:00,00:01:30,00:00:00,00:00:00,11:13:00
2025-05-26,3644,1953.97607421875,1766,0.849632,07:55:30,0,73.54999999999995,197.0,0,06:41:30,04:42:00,02:54:30,00:31:00,00:00:00,00:00:00,00:00:00,09:11:00,07:55:30
2023-03-20,18115,12114.9208984375,2796,0.892168,07:20:30,0,508.1999999999999,197.0,0,10:16:30,05:57:30,05:30:00,01:16:00,00:00:00,01:00:00,00:00:00,00:00:00,07:20:30
2024-02-12,14596,9086.955078125,2651,0.839542,05:49:00,0,363.1499999999998,197.0,0,09:42:00,06:22:30,05:27:30,01:42:30,00:00:00,00:45:30,00:00:00,00:00:00,05:49:00
2024-03-06,7851,6308.1708984375,1865,0.0,00:00:00,0,261.4500000000001,197.0,0,02:41:30,00:03:30,00:55:30,00:14:00,00:00:00,00:51:30,00:00:00,19:13:30,00:00:00
2024-02-26,13220,10908.1396484375,2170,0.0,00:00:00,0,409.95,197.0,0,02:55:00,00:54:30,00:48:30,00:48:30,00:00:00,01:06:00,00:00:00,17:27:30,00:00:00
2024-03-09,6879,3680.674560546875,3182,0.859524,03:30:00,0,563.2999999999989,197.0,0,08:11:00,04:37:00,06:32:00,04:34:30,00:00:00,00:05:30,00:00:00,00:00:00,03:30:00
2024-12-02,8652,4733.47802734375,2222,0.852165,07:53:30,0,138.70000000000007,197.0,0,10:07:30,07:14:00,05:38:00,01:00:30,00:00:00,00:00:00,00:00:00,00:00:00,07:53:30
2020-04-01,9478,4764.59814453125,2042,0.828077,08:11:30,0,221.57499999999803,,0,08:35:30,08:46:00,05:55:00,00:05:30,00:12:30,00:00:00,00:02:00,00:23:30,08:11:30
2020-01-09,0,0.0,1254,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2019-06-17,0,0.0,1254,0.0,00:00:00,0,0.0,,0,00:01:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23:59:00,00:00:00
2025-06-07,15646,9366.05078125,2716,0.0,00:00:00,0,392.40000000000003,197.0,0,02:35:00,03:35:30,07:29:30,02:46:00,00:00:00,00:23:30,00:00:00,07:10:30,00:00:00
2021-08-03,930,539.4468383789062,1499,0.872987,09:19:00,0,23.600000000000005,,0,08:31:00,01:32:30,00:33:30,00:12:00,00:00:00,00:00:00,00:00:00,13:11:00,09:19:00
2025-06-09,20018,12322.01953125,2763,0.834416,07:42:00,0,418.25000000000085,197.0,0,10:00:30,02:56:30,07:43:30,02:38:00,00:00:00,00:41:30,00:00:00,00:00:00,07:42:00
2021-07-08,15149,9184.283203125,2762,0.842044,07:10:30,0,338.3000000000001,,0,07:43:00,06:10:00,07:37:30,02:29:30,00:00:00,00:00:00,00:00:00,00:00:00,07:10:30
2021-09-10,0,0.0,1365,0.0,00:00:00,0,0.050000000000000044,,0,00:21:30,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23:38:30,00:00:00
2025-05-09,9736,5762.46826171875,2106,0.889216,08:30:00,0,187.60000000000008,197.0,0,09:18:00,06:12:00,04:16:00,01:09:30,00:00:00,00:06:30,00:00:00,02:58:00,08:30:00
2023-03-23,6694,3428.76953125,2070,0.847856,06:01:30,0,134.5499999999999,197.0,0,05:56:00,04:46:00,04:28:00,00:56:30,00:00:00,00:00:00,00:00:00,07:53:30,06:01:30
2022-05-13,13285,9888.591796875,2446,0.91565,08:12:00,0,395.1000000000002,197.0,0,09:02:00,05:22:00,03:25:30,00:49:30,00:00:00,00:52:00,00:00:00,04:29:00,08:12:00
2019-04-14,6856,6489.9404296875,1618,0.0,00:00:00,0,317.1625000000002,,0,06:16:00,00:05:30,00:04:00,00:00:30,00:01:30,00:35:00,00:08:30,16:49:00,00:00:00
2025-06-10,21922,14169.3173828125,2944,0.877798,08:56:00,0,512.9999999999998,197.0,0,08:35:30,03:59:30,08:42:00,01:50:30,00:00:00,00:52:30,00:00:00,00:00:00,08:56:00
2023-03-14,16506,11912.37890625,2696,0.872208,06:43:00,0,405.6500000000003,197.0,0,06:38:30,08:35:30,06:36:00,01:04:30,00:00:00,01:05:30,00:00:00,00:00:00,06:43:00
2025-07-03,15765,9142.52734375,2762,0.90566,06:11:00,0,324.2500000000011,197.0,0,05:35:30,06:55:00,09:01:00,02:16:30,00:00:00,00:12:00,00:00:00,00:00:00,06:11:00
2021-07-19,21993,16096.2841796875,3245,0.84507,08:52:30,0,719.1000000000003,,0,08:17:00,06:30:00,04:27:00,03:39:30,00:00:00,01:06:30,00:00:00,00:00:00,08:52:30
2021-04-07,9377,5432.55078125,2244,0.87865,09:08:00,0,214.5999999999999,,0,13:19:30,04:43:00,04:31:30,01:19:00,00:00:00,00:07:00,00:00:00,00:00:00,09:08:00
2019-05-13,4149,4307.93115234375,1509,0.0,00:00:00,0,226.04999999999978,,0,00:00:00,00:00:00,00:04:30,00:00:30,00:00:00,00:21:00,00:05:00,23:29:00,00:00:00
2024-08-03,0,0.0,1364,0.0,00:00:00,0,0.0,197.0,0,00:30:30,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23:29:30,00:00:00
2023-01-20,26190,18627.822265625,3409,0.881374,08:00:30,0,749.8999999999984,197.0,0,08:06:30,03:51:00,08:23:30,02:14:00,00:00:00,01:25:00,00:00:00,00:00:00,08:00:30
2024-07-27,12436,6399.35546875,2909,0.85941,03:40:30,0,227.14999999999992,197.0,0,02:53:30,04:37:00,13:06:30,01:48:30,00:00:00,00:00:00,00:00:00,01:34:30,03:40:30
2023-01-08,13435,7976.83447265625,2388,0.799107,09:20:00,0,219.15000000000035,197.0,0,11:34:00,04:57:00,05:23:30,02:04:30,00:00:00,00:01:00,00:00:00,00:00:00,09:20:00
2023-07-24,26847,18742.7890625,3090,0.846318,07:48:30,0,636.7999999999992,197.0,0,10:53:00,03:46:30,05:35:00,02:40:00,00:00:00,01:05:30,00:00:00,00:00:00,07:48:30
2025-03-27,12108,6792.7763671875,2658,0.863589,07:56:30,0,230.25000000000003,197.0,0,07:02:30,05:39:00,09:22:00,01:54:00,00:00:00,00:02:30,00:00:00,00:00:00,07:56:30
2023-11-09,5621,4568.87646484375,1699,0.0,00:00:00,0,191.7,197.0,0,00:20:00,00:00:00,00:06:30,00:07:30,00:00:00,00:36:00,00:00:00,22:50:00,00:00:00
2023-09-27,10022,5017.63916015625,2427,0.834563,07:54:30,0,173.94999999999982,197.0,0,09:05:30,06:21:00,07:37:00,00:56:30,00:00:00,00:00:00,00:00:00,00:00:00,07:54:30
2022-06-29,0,0.0,1365,0.0,00:00:00,0,0.0,197.0,0,00:07:30,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23:52:30,00:00:00
2021-08-20,11313,7746.15234375,2252,0.873393,08:25:30,0,221.75000000000006,,0,06:03:30,06:48:00,03:49:30,01:46:00,00:00:00,00:00:00,00:00:00,05:33:00,08:25:30
2021-08-19,16833,10002.1591796875,2687,0.903937,05:17:30,0,318.1500000000002,,0,08:13:00,05:37:30,07:09:30,02:30:00,00:00:00,00:00:00,00:00:00,00:30:00,05:17:30
2025-07-31,36720,27192.423828125,3733,0.822272,07:24:30,0,1091.1500000000003,197.0,0,07:10:00,02:15:00,06:51:30,02:49:00,00:00:00,02:40:00,00:00:00,02:14:30,07:24:30
2021-03-19,14583,9655.9951171875,2472,0.884354,08:34:30,0,278.5500000000003,,0,08:31:00,07:30:30,06:00:30,00:56:30,00:00:00,00:36:30,00:00:00,00:25:00,08:34:30
2023-09-02,0,0.0,1363,0.0,00:00:00,0,0.0,197.0,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2023-05-05,4002,1936.7734375,1671,0.0,00:00:00,0,66.95000000000003,197.0,0,01:43:00,01:11:00,01:56:30,00:21:30,00:00:00,00:00:00,00:00:00,18:48:00,00:00:00
2025-04-15,20642,11684.7578125,2869,0.857317,06:50:00,0,374.2500000000001,197.0,0,07:22:00,06:01:00,07:36:00,02:58:00,00:00:00,00:03:00,00:00:00,00:00:00,06:50:00
2024-07-02,18215,13710.4208984375,2963,0.845936,08:49:00,0,561.3500000000003,197.0,0,08:37:30,06:35:00,06:28:00,01:06:00,00:00:00,01:13:30,00:00:00,00:00:00,08:49:00
2025-05-01,24446,14975.251953125,2804,0.877011,07:15:00,0,447.50000000000034,197.0,0,08:37:30,03:42:30,07:18:00,03:45:00,00:00:00,00:02:30,00:00:00,00:34:30,07:15:00
2022-09-09,786,366.4542236328125,1573,0.860759,07:14:30,0,79.24999999999999,197.0,0,05:50:30,00:08:00,00:22:00,00:34:00,00:00:00,00:07:00,00:00:00,16:58:30,07:14:30
2022-06-12,39604,30339.724609375,4431,0.0,00:00:00,0,1501.8999999999985,197.0,0,02:39:30,03:46:30,05:22:30,01:21:00,00:00:00,04:38:00,00:00:00,06:12:30,00:00:00
2023-05-31,31932,24331.48046875,3547,0.860382,06:59:00,0,951.9500000000004,197.0,0,08:31:00,05:21:30,05:14:30,01:44:00,00:00:00,02:30:30,00:00:00,00:38:30,06:59:00
2023-01-23,10044,5693.30224609375,2306,0.834768,09:41:00,0,166.30000000000004,197.0,0,08:09:00,09:08:30,05:28:00,01:14:30,00:00:00,00:00:00,00:00:00,00:00:00,09:41:00
2021-04-30,12463,7512.4638671875,2416,0.893204,06:52:00,0,209.05000000000015,,0,08:58:00,07:00:00,06:53:30,01:01:00,00:00:00,00:07:30,00:00:00,00:00:00,06:52:00
2022-12-04,0,0.0,1367,0.0,00:00:00,0,0.15000000000000002,197.0,0,00:03:30,00:00:00,00:02:30,00:00:00,00:00:00,00:00:00,00:00:00,23:54:00,00:00:00
2021-10-26,6307,3439.747802734375,2284,0.875483,08:38:00,1,159.4500000000001,,0,09:07:00,08:01:00,05:41:00,01:11:00,00:00:00,00:00:00,00:00:00,00:00:00,08:38:00
2022-08-24,11544,6261.8740234375,2353,0.913309,06:49:30,0,190.70000000000007,197.0,0,09:10:30,07:36:30,05:54:30,01:18:30,00:00:00,00:00:00,00:00:00,00:00:00,06:49:30
2023-05-20,0,0.0,1363,0.0,00:00:00,0,0.20000000000000007,197.0,0,10:32:00,00:02:00,00:00:30,00:00:00,00:00:00,00:00:00,00:00:00,12:43:00,00:00:00
2023-06-02,13833,7839.47265625,2534,0.8525,06:40:00,0,207.19999999999996,197.0,0,08:14:30,06:05:00,08:08:00,01:32:30,00:00:00,00:00:00,00:00:00,00:00:00,06:40:00
2022-03-14,17915,13522.1318359375,2964,0.904867,07:32:00,0,585.6999999999997,197.0,0,08:41:00,05:31:30,06:03:30,01:38:00,00:00:00,01:06:00,00:00:00,01:00:00,07:32:00
2019-06-05,5519,4440.34619140625,1563,0.0,00:00:00,0,219.78749999999945,,0,21:49:30,00:54:30,00:40:30,00:02:00,00:08:00,00:19:00,00:06:30,00:00:00,00:00:00
2023-03-27,10903,6660.09326171875,2390,0.891775,05:46:30,0,218.74999999999991,197.0,0,07:55:00,08:54:30,04:57:00,01:21:00,00:00:00,00:13:30,00:00:00,00:39:00,05:46:30
2022-12-19,18668,11070.4150390625,2653,0.862226,09:08:00,0,299.0500000000001,197.0,0,09:21:00,04:42:30,07:32:00,02:24:30,00:00:00,00:00:00,00:00:00,00:00:00,09:08:00
2022-11-11,15211,8020.66015625,2648,0.8132,06:41:30,0,298.1500000000003,197.0,0,06:44:30,05:17:30,06:53:30,02:25:00,00:00:00,00:00:00,00:00:00,02:39:30,06:41:30
2023-01-21,30086,21846.017578125,3506,0.90411,04:15:30,0,767.5000000000008,197.0,0,05:54:00,04:33:30,08:30:30,02:38:30,00:00:00,01:23:00,00:00:00,01:00:30,04:15:30
2024-10-01,7166,3776.330810546875,2153,0.836021,06:12:00,0,115.44999999999995,197.0,0,09:17:30,06:00:30,05:38:00,00:42:30,00:00:00,00:00:00,00:00:00,02:21:30,06:12:00
2022-12-03,1408,797.5919189453125,1496,0.0,00:00:00,0,31.650000000000023,197.0,0,00:18:30,00:24:30,00:35:30,00:17:30,00:00:00,00:00:00,00:00:00,22:24:00,00:00:00
2022-08-01,7554,3807.58935546875,2465,0.876616,07:05:30,0,229.65000000000035,197.0,0,08:51:30,04:59:30,07:03:30,01:15:30,00:00:00,00:21:00,00:00:00,01:29:00,07:05:30
2024-01-25,8354,4603.94873046875,2217,0.838785,07:08:00,1,159.9,197.0,0,09:53:30,08:53:30,03:47:30,01:25:30,00:00:00,00:00:00,00:00:00,00:00:00,07:08:00
2024-07-12,14831,7403.73583984375,2639,0.838218,07:06:30,0,221.8500000000001,197.0,0,07:29:30,05:41:00,09:43:30,01:06:00,00:00:00,00:00:00,00:00:00,00:00:00,07:06:30
2025-01-31,18938,12792.24609375,2900,0.0,00:00:00,0,485.5000000000002,197.0,0,01:16:30,06:22:30,06:26:00,02:00:00,00:00:00,00:50:00,00:00:00,07:05:00,00:00:00
2024-07-30,11280,6993.5576171875,2389,0.0,00:00:00,0,279.90000000000003,197.0,0,00:09:30,02:26:30,04:50:30,01:55:00,00:00:00,00:11:30,00:00:00,14:27:00,00:00:00
2022-11-08,14567,7694.6318359375,2508,0.843035,08:01:00,0,248.6499999999999,197.0,0,10:58:00,04:08:00,07:23:30,01:30:30,00:00:00,00:00:00,00:00:00,00:00:00,08:01:00
2025-08-17,0,0.0,1306,0.0,00:00:00,0,0.30000000000000016,197.0,0,00:01:30,00:00:00,00:00:30,00:00:00,00:00:00,00:00:00,00:00:00,23:58:00,00:00:00
2022-07-15,11892,6295.4375,2288,0.858295,07:14:00,0,158.70000000000007,197.0,0,08:42:00,05:46:00,06:06:00,01:02:30,00:00:00,00:00:00,00:00:00,02:23:30,07:14:00
2024-09-19,24743,16770.740234375,3192,0.84581,07:27:30,0,647.5499999999996,197.0,0,07:45:30,03:43:00,07:26:30,02:21:00,00:00:00,01:10:00,00:00:00,01:34:00,07:27:30
2020-05-17,15755,12773.9228515625,2142,0.0,00:00:00,0,631.6125000000063,,0,00:01:00,02:25:00,01:50:30,00:05:30,00:21:30,01:13:00,00:08:30,17:55:00,00:00:00
2022-09-07,11867,6562.45361328125,2497,0.900862,05:48:00,0,227.10000000000034,197.0,0,08:40:30,06:36:30,06:59:30,01:43:30,00:00:00,00:00:00,00:00:00,00:00:00,05:48:00
2023-07-14,31683,22565.802734375,3662,0.894737,03:38:30,0,848.6499999999994,197.0,0,05:14:30,06:31:00,07:07:00,03:51:30,00:00:00,01:16:00,00:00:00,00:00:00,03:38:30
2023-06-23,0,0.0,1345,0.0,00:00:00,0,0.0,197.0,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,20:19:30,00:00:00
2023-02-06,26206,19259.814453125,3128,0.846424,07:06:30,0,667.3500000000005,197.0,0,08:17:00,06:52:00,05:01:30,02:52:00,00:00:00,00:57:30,00:00:00,00:00:00,07:06:30
2021-05-20,22240,16413.59375,2896,0.841695,07:28:30,0,586.1499999999999,,0,07:24:30,05:45:00,04:38:00,01:40:30,00:00:00,01:17:00,00:00:00,03:15:00,07:28:30
2022-03-15,8368,4833.017578125,2252,0.868837,08:57:30,0,168.80000000000004,197.0,0,10:27:30,06:51:30,05:29:00,01:11:30,00:00:00,00:00:00,00:00:00,00:00:00,08:57:30
2025-07-05,41336,30084.2109375,4667,0.77628,06:11:00,0,1754.3499999999967,197.0,0,08:05:00,03:21:00,06:21:00,01:57:00,00:00:00,04:16:00,00:00:00,00:00:00,06:11:00
2023-10-31,0,0.0,1363,0.0,00:00:00,0,0.0,197.0,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2022-07-27,14787,8379.6689453125,2562,0.902074,07:14:00,0,224.10000000000034,197.0,0,07:39:00,06:35:00,08:16:30,01:29:30,00:00:00,00:00:00,00:00:00,00:00:00,07:14:00
2022-03-29,6835,3692.045654296875,2327,0.884921,06:18:00,0,142.39999999999986,197.0,0,08:08:00,08:06:00,06:48:30,00:57:30,00:00:00,00:00:00,00:00:00,00:00:00,06:18:00
2023-03-06,12581,6503.20068359375,2559,0.825352,02:57:30,0,207.30000000000035,197.0,0,07:37:00,06:04:00,08:59:30,01:19:30,00:00:00,00:00:00,00:00:00,00:00:00,02:57:30
2023-09-17,7029,5631.7734375,1846,0.842527,09:22:00,0,218.60000000000008,197.0,0,10:13:30,01:19:00,00:55:00,00:15:30,00:00:00,00:33:30,00:00:00,10:43:30,09:22:00
2025-04-21,17496,9260.48828125,2928,0.839338,08:33:30,0,596.8000000000002,197.0,0,10:32:30,01:44:00,05:41:00,03:23:30,00:00:00,01:02:30,00:00:00,01:36:30,08:33:30
2025-04-24,19102,14310.0126953125,2828,0.857728,08:08:30,0,600.8500000000001,197.0,0,09:28:00,05:16:30,04:52:30,01:38:30,00:00:00,01:21:00,00:00:00,01:23:00,08:08:30
2022-11-06,7041,4158.10009765625,1895,0.863784,07:42:30,0,129.04999999999995,197.0,0,17:48:00,03:00:00,02:23:30,00:48:30,00:00:00,00:00:00,00:00:00,00:00:00,07:42:30
2024-09-16,7518,4152.072265625,2226,0.0,00:00:00,0,136.89999999999986,197.0,0,04:05:00,05:55:00,06:13:00,00:57:30,00:00:00,00:00:00,00:00:00,06:49:30,00:00:00
2020-04-08,5854,3213.66357421875,1783,0.0,00:00:00,0,129.48749999999947,,0,00:13:30,08:44:30,03:25:00,00:02:30,00:19:30,00:00:00,00:00:00,11:15:00,00:00:00
2024-02-10,0,0.0,1367,0.0,00:00:00,0,0.4500000000000002,197.0,0,00:02:30,00:00:00,00:02:30,00:00:00,00:00:00,00:00:00,00:00:00,23:55:00,00:00:00
2025-07-09,11721,5877.7529296875,2427,0.848676,06:36:30,0,214.34999999999997,197.0,0,09:38:00,04:46:00,08:22:30,01:13:30,00:00:00,00:00:00,00:00:00,00:00:00,06:36:30
2022-08-02,10186,5447.4697265625,2378,0.904171,07:23:30,0,174.24999999999983,197.0,0,08:20:30,07:49:00,06:36:00,01:14:30,00:00:00,00:00:00,00:00:00,00:00:00,07:23:30
2021-06-27,9241,4832.49072265625,2967,0.853591,09:03:00,0,419.5,,0,07:08:00,02:46:30,08:51:00,02:54:00,00:00:00,00:14:30,00:00:00,02:06:00,09:03:00
2020-05-05,0,0.0,1252,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2019-06-02,5293,4935.04931640625,1533,0.0,00:00:00,0,241.9249999999997,,0,00:00:00,00:00:00,00:05:00,00:02:30,00:00:00,00:27:30,00:05:30,23:19:30,00:00:00
2021-12-27,13978,11357.2822265625,2487,0.0,00:00:00,1,510.20000000000044,,0,02:56:00,04:15:00,02:04:30,00:53:00,00:00:00,01:08:30,00:00:00,12:43:00,00:00:00
2022-02-16,11333,6348.9296875,2462,0.878788,07:25:30,0,228.60000000000005,,0,08:57:00,07:12:00,06:01:30,01:49:30,00:00:00,00:00:00,00:00:00,00:00:00,07:25:30
2025-05-11,25591,17625.38671875,2902,0.0,00:00:00,0,663.3999999999996,197.0,0,03:54:30,02:31:30,04:56:00,02:15:30,00:00:00,01:35:30,00:00:00,08:47:00,00:00:00
2024-12-06,10295,5178.7724609375,2404,0.77931,09:40:00,0,178.50000000000026,197.0,0,08:30:30,06:57:30,07:22:30,01:09:30,00:00:00,00:00:00,00:00:00,00:00:00,09:40:00
2020-01-11,0,0.0,1254,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2022-07-25,24314,17331.25,3277,0.900474,07:02:00,0,701.8499999999999,197.0,0,07:19:30,06:33:00,06:54:00,01:59:00,00:00:00,01:14:30,00:00:00,00:00:00,07:02:00
2024-09-01,28005,17555.59375,3204,0.859119,06:37:30,0,432.5500000000009,197.0,0,06:31:30,02:26:00,10:52:00,04:08:00,00:00:00,00:02:30,00:00:00,00:00:00,06:37:30
2023-01-04,8281,4412.99609375,2102,0.874251,08:21:00,0,121.09999999999995,197.0,0,12:19:00,06:10:00,04:50:00,00:41:00,00:00:00,00:00:00,00:00:00,00:00:00,08:21:00
2022-04-17,0,0.0,1364,0.0,00:00:00,0,0.0,197.0,0,07:28:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,16:32:00,00:00:00
2022-03-26,14619,8681.697265625,2781,0.822279,09:48:00,0,471.9499999999997,197.0,0,09:25:30,05:00:30,04:36:30,02:44:30,00:00:00,00:44:00,00:00:00,01:29:00,09:48:00
2023-04-16,15464,10738.6416015625,2377,0.871642,08:22:30,0,323.8000000000002,197.0,0,10:47:30,04:09:30,03:48:00,01:17:00,00:00:00,00:49:30,00:00:00,03:08:30,08:22:30
2019-07-29,0,0.0,1255,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
