date,stepCount,stepsDistance,calories,sleepQuality,sleepDuration,inactivityAlertCount,dailyMetMinutes,maximumHeartRate,NO_DATA,SLEEP,SEDENTARY,LIGHT,CONTINUOS_MODERATE,INTERMITTENT_MODERATE,CONTINUOS_VIGOROUS,INTERMITTENT_VIGOROUS,NON_WEAR,sleepDuration_sec
2023-03-01,16506,10504.3603515625,2584,0.875441,07:05:30,1,442.3499999999999,197.0,0,08:17:00,03:39:30,03:54:30,01:56:00,00:00:00,00:53:00,00:00:00,05:20:00,07:05:30
2022-02-15,14553,10476.87890625,2707,0.845102,07:19:00,0,419.00000000000006,,0,08:09:00,08:26:00,05:06:00,01:35:30,00:00:00,00:43:30,00:00:00,00:00:00,07:19:00
2022-10-11,18138,10310.0498046875,2627,0.808754,08:45:30,1,323.4,197.0,0,10:12:00,05:05:30,06:10:00,02:31:00,00:00:00,00:01:30,00:00:00,00:00:00,08:45:30
2020-06-18,0,0.0,1252,0.0,00:00:00,0,0.0,,0,00:01:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23:59:00,00:00:00
2025-04-13,14247,11065.080078125,2398,0.0,00:00:00,0,471.9500000000003,197.0,0,18:24:30,01:06:00,02:16:00,01:09:00,00:00:00,01:04:30,00:00:00,00:00:00,00:00:00
2025-01-01,0,0.0,1363,0.0,00:00:00,0,0.0,197.0,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-02-27,5913,2955.59130859375,2138,0.86261,08:29:30,1,99.0999999999999,197.0,0,10:49:30,07:28:30,05:05:30,00:36:30,00:00:00,00:00:00,00:00:00,00:00:00,08:29:30
2025-01-29,16340,11560.30859375,2665,0.810941,08:41:00,0,382.54999999999995,197.0,0,08:54:30,07:32:00,05:17:30,01:28:00,00:00:00,00:48:00,00:00:00,00:00:00,08:41:00
2022-11-26,7357,5249.43017578125,1808,0.885057,08:42:00,0,163.35000000000002,197.0,0,11:26:30,02:23:00,00:48:00,00:52:30,00:00:00,00:11:30,00:00:00,08:18:30,08:42:00
2022-04-02,0,0.0,1364,0.0,00:00:00,0,0.0,197.0,0,00:03:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23:57:00,00:00:00
2024-08-05,12818,6569.76318359375,2541,0.844595,07:24:00,0,194.0499999999999,197.0,0,08:40:30,05:13:30,09:02:30,01:02:00,00:00:00,00:01:30,00:00:00,00:00:00,07:24:00
2019-06-04,0,0.0,1254,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2022-05-02,8950,4776.513671875,2347,0.0,00:00:00,0,200.8,197.0,0,04:35:30,05:39:30,05:52:00,01:34:30,00:00:00,00:00:00,00:00:00,06:18:30,00:00:00
2019-06-15,0,0.0,1255,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2021-07-17,14122,10925.0517578125,2698,0.857711,08:22:30,0,600.7499999999992,,0,08:14:30,03:44:30,02:33:00,01:26:00,00:00:00,01:18:30,00:00:00,06:43:30,08:22:30
2024-02-20,9056,4763.83349609375,2347,0.857889,07:58:30,0,146.95000000000013,197.0,0,09:33:30,06:20:30,07:12:30,00:53:30,00:00:00,00:00:00,00:00:00,00:00:00,07:58:30
2024-02-09,0,0.0,1363,0.0,00:00:00,0,0.0,197.0,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2022-10-10,8592,4867.43798828125,2110,0.794444,09:00:00,0,112.29999999999991,197.0,0,10:50:30,06:39:30,04:39:00,00:44:30,00:00:00,00:00:00,00:00:00,01:06:30,09:00:00
2024-05-25,21381,12062.453125,2897,0.827202,07:28:30,0,340.0500000000004,197.0,0,09:13:00,02:04:30,10:00:00,02:42:30,00:00:00,00:00:00,00:00:00,00:00:00,07:28:30
2022-03-04,22889,17650.88671875,3497,0.862651,06:55:00,0,867.0499999999996,197.0,0,06:00:00,07:50:30,05:39:30,02:05:30,00:00:00,02:01:30,00:00:00,00:23:00,06:55:00
2023-12-29,8914,4621.28955078125,2288,0.841325,09:33:30,0,155.34999999999988,197.0,0,08:44:00,07:35:00,05:39:30,01:11:00,00:00:00,00:00:00,00:00:00,00:50:30,09:33:30
2024-09-21,21178,13240.86328125,3034,0.859927,06:50:30,0,506.7000000000005,197.0,0,08:48:00,03:47:00,07:54:00,02:22:00,00:00:00,01:09:00,00:00:00,00:00:00,06:50:30
2023-08-29,5834,2889.820556640625,2125,0.821394,08:29:30,1,118.24999999999994,197.0,0,11:17:30,06:50:30,04:56:00,00:56:00,00:00:00,00:00:00,00:00:00,00:00:00,08:29:30
2023-09-23,0,0.0,1367,0.0,00:00:00,0,0.55,197.0,0,00:03:00,00:00:00,00:01:30,00:00:00,00:00:00,00:00:00,00:00:00,23:55:30,00:00:00
2021-08-27,12383,8000.248046875,2396,0.920207,08:02:30,0,247.25000000000003,,0,06:10:00,08:29:30,04:56:00,01:41:30,00:00:00,00:04:30,00:00:00,02:38:30,08:02:30
2022-06-07,14287,7704.67236328125,2563,0.835787,07:21:30,0,242.60000000000008,197.0,0,07:57:00,05:25:30,07:57:00,01:30:30,00:00:00,00:00:00,00:00:00,01:10:00,07:21:30
2023-08-16,8459,4856.26318359375,2181,0.868599,08:37:30,0,143.1500000000001,197.0,0,09:55:30,08:29:30,04:30:30,01:03:30,00:00:00,00:01:00,00:00:00,00:00:00,08:37:30
2021-08-23,14549,9455.2158203125,2620,0.863383,08:58:00,0,352.35000000000014,,0,08:28:00,06:19:30,05:31:30,02:36:00,00:00:00,00:09:00,00:00:00,00:56:00,08:58:00
2023-02-02,14133,7855.89453125,2609,0.828077,08:11:30,0,260.6000000000001,197.0,0,06:08:00,08:49:30,06:52:30,02:10:00,00:00:00,00:00:00,00:00:00,00:00:00,08:11:30
2023-12-25,18039,10369.9130859375,2876,0.0,00:00:00,0,506.50000000000045,197.0,0,01:57:30,02:22:30,05:41:00,02:45:30,00:00:00,01:05:30,00:00:00,10:08:00,00:00:00
2023-06-15,0,0.0,1366,0.0,00:00:00,0,0.20000000000000007,197.0,0,00:03:00,00:00:00,00:00:30,00:00:00,00:00:00,00:00:00,00:00:00,23:56:30,00:00:00
2023-09-21,0,0.0,1366,0.0,00:00:00,0,0.20000000000000007,197.0,0,00:04:30,00:00:00,00:01:30,00:00:00,00:00:00,00:00:00,00:00:00,23:54:00,00:00:00
2024-02-16,20456,13796.630859375,2906,0.853659,07:10:30,0,526.9999999999999,197.0,0,08:01:00,07:36:00,05:29:30,01:45:00,00:00:00,01:08:00,00:00:00,00:00:00,07:10:30
2022-03-25,18543,12510.9990234375,3284,0.846766,08:22:30,0,662.6999999999998,197.0,0,07:33:00,05:24:00,06:53:00,03:06:00,00:00:00,01:04:00,00:00:00,00:00:00,08:22:30
2023-01-27,10251,5475.50048828125,2387,0.849949,08:06:30,0,180.5000000000001,197.0,0,08:44:30,07:20:00,06:34:00,01:21:30,00:00:00,00:00:00,00:00:00,00:00:00,08:06:30
2021-06-24,25784,19083.380859375,3294,0.864151,06:37:30,0,729.4499999999998,,0,07:28:30,06:32:00,06:15:30,02:30:00,00:00:00,01:14:00,00:00:00,00:00:00,06:37:30
2024-05-06,18921,13258.9267578125,2830,0.886986,07:18:00,1,531.85,197.0,0,08:29:00,07:27:30,04:31:00,01:23:00,00:00:00,01:09:30,00:00:00,01:00:00,07:18:00
2022-03-07,114,51.67964553833008,1417,0.787257,07:43:00,0,3.2000000000000006,197.0,0,05:52:30,00:59:30,00:11:30,00:01:30,00:00:00,00:00:00,00:00:00,16:55:00,07:43:00
2025-07-22,11370,7353.8681640625,2006,0.0,00:00:00,0,212.6999999999999,197.0,0,16:33:30,02:28:00,03:02:00,01:55:30,00:00:00,00:01:00,00:00:00,00:00:00,00:00:00
2023-05-15,15342,11187.103515625,2600,0.929425,07:40:30,0,438.8500000000001,197.0,0,10:29:00,07:07:30,04:34:30,00:33:30,00:00:00,01:02:30,00:00:00,00:13:00,07:40:30
2024-10-17,18662,10719.7099609375,2655,0.846356,09:29:30,0,332.70000000000005,197.0,0,09:34:30,05:34:00,05:55:00,02:52:00,00:00:00,00:04:30,00:00:00,00:00:00,09:29:30
2023-06-14,0,0.0,1369,0.0,00:00:00,0,0.8500000000000001,197.0,0,00:05:30,00:00:00,00:01:30,00:00:00,00:00:00,00:00:00,00:00:00,23:53:00,00:00:00
2025-01-25,0,0.0,1363,0.0,00:00:00,0,0.0,197.0,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2025-03-19,9637,5359.9560546875,2300,0.804158,07:37:00,0,157.2,197.0,0,10:34:30,06:07:00,06:06:00,01:12:30,00:00:00,00:00:00,00:00:00,00:00:00,07:37:00
2022-02-17,13311,7217.35205078125,2834,0.881609,07:15:00,0,396.0000000000001,,0,05:31:00,08:28:30,06:48:00,02:13:30,00:00:00,00:24:30,00:00:00,00:34:30,07:15:00
2022-09-18,5248,2729.988037109375,1888,0.86194,08:56:00,0,102.1499999999999,197.0,0,08:47:30,01:52:30,03:32:30,00:52:00,00:00:00,00:00:00,00:00:00,08:55:30,08:56:00
2019-08-26,0,0.0,1254,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2022-07-07,23363,15816.541015625,3304,0.816803,07:08:30,0,731.95,197.0,0,06:52:30,07:20:00,05:45:30,02:44:30,00:00:00,01:17:30,00:00:00,00:00:00,07:08:30
2025-04-25,16672,8814.041015625,2818,0.863071,06:01:30,0,393.3000000000006,197.0,0,08:43:00,03:13:00,08:52:30,03:07:00,00:00:00,00:04:30,00:00:00,00:00:00,06:01:30
2025-05-25,19612,13564.013671875,2709,0.84141,09:27:30,0,505.3500000000007,197.0,0,12:27:00,02:47:30,05:49:00,02:03:30,00:00:00,00:53:00,00:00:00,00:00:00,09:27:30
2019-08-04,0,0.0,1254,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2022-02-18,16888,10340.615234375,3791,0.855392,06:48:00,0,889.3499999999991,197.0,0,07:10:30,02:54:30,06:54:00,05:30:30,00:00:00,01:30:30,00:00:00,00:00:00,06:48:00
2024-08-06,19038,13640.4072265625,2910,0.860169,07:52:00,0,528.7499999999999,197.0,0,09:07:30,05:55:30,06:05:30,01:22:00,00:00:00,01:04:00,00:00:00,00:25:30,07:52:00
2021-04-10,27532,16656.861328125,3437,0.836342,06:55:30,0,642.4499999999994,,0,05:42:30,04:06:00,08:57:30,04:59:30,00:00:00,00:14:30,00:00:00,00:00:00,06:55:30
2025-06-29,19134,11215.3759765625,2732,0.876736,09:36:00,0,453.2500000000006,197.0,0,10:51:30,01:53:00,06:32:30,03:21:30,00:00:00,00:26:00,00:00:00,00:55:30,09:36:00
2021-04-26,19270,11782.21875,2686,0.880478,06:16:30,0,361.9500000000003,,0,10:16:00,04:27:30,06:52:30,02:02:30,00:00:00,00:21:30,00:00:00,00:00:00,06:16:30
2025-07-10,6951,3421.45068359375,2231,0.849377,07:21:30,0,132.0999999999999,197.0,0,08:08:00,07:55:30,07:09:00,00:47:30,00:00:00,00:00:00,00:00:00,00:00:00,07:21:30
2021-06-03,13079,8418.8271484375,2383,0.901084,06:09:00,0,275.40000000000026,,0,06:24:30,05:38:00,04:58:30,01:43:00,00:00:00,00:10:30,00:00:00,05:05:30,06:09:00
2024-03-24,0,0.0,1378,0.0,00:00:00,0,2.0500000000000003,197.0,0,00:08:00,00:00:00,00:08:30,00:00:00,00:00:00,00:00:00,00:00:00,23:43:30,00:00:00
2023-03-19,12803,9920.3251953125,2119,0.0,00:00:00,0,419.24999999999994,197.0,0,19:17:00,00:19:00,00:12:00,00:22:00,00:00:00,01:30:00,00:00:00,02:20:00,00:00:00
2025-02-08,19415,11231.947265625,2782,0.796842,07:55:00,0,309.8500000000006,197.0,0,08:58:00,03:42:00,08:39:30,02:40:30,00:00:00,00:00:00,00:00:00,00:00:00,07:55:00
2022-06-25,32179,22036.919921875,3960,0.856226,06:29:30,0,1025.549999999998,197.0,0,05:41:00,04:27:00,08:34:00,02:36:30,00:00:00,02:41:30,00:00:00,00:00:00,06:29:30
2023-09-12,13720,6782.6513671875,2575,0.80735,07:29:00,0,198.40000000000018,197.0,0,07:47:30,05:40:30,09:24:30,01:07:30,00:00:00,00:00:00,00:00:00,00:00:00,07:29:00
2024-01-17,8806,6257.5439453125,2226,0.882017,08:45:30,0,242.5499999999999,197.0,0,08:42:30,08:07:30,03:31:00,00:28:00,00:00:00,00:43:00,00:00:00,02:28:00,08:45:30
2025-03-12,12085,6185.34423828125,2555,0.844495,07:20:30,0,168.39999999999984,197.0,0,08:08:30,04:47:30,10:01:30,01:01:00,00:00:00,00:01:30,00:00:00,00:00:00,07:20:30
2022-09-12,19322,11044.7080078125,2735,0.905556,06:00:00,0,354.50000000000017,197.0,0,10:57:30,02:52:30,07:24:30,02:43:30,00:00:00,00:02:00,00:00:00,00:00:00,06:00:00
2022-10-19,21744,14990.720703125,2887,0.856243,07:56:30,0,597.5499999999994,197.0,0,12:16:00,04:11:30,05:16:30,01:11:00,00:00:00,01:05:00,00:00:00,00:00:00,07:56:30
2021-07-24,10532,9203.26171875,2055,0.0,00:00:00,0,403.5,,0,00:03:30,00:01:00,00:07:30,00:24:30,00:00:00,01:06:30,00:00:00,22:17:00,00:00:00
2022-08-31,10484,5432.451171875,2518,0.848517,07:52:00,0,187.85000000000002,197.0,0,07:46:30,06:48:30,08:14:30,01:10:30,00:00:00,00:00:00,00:00:00,00:00:00,07:52:00
2019-07-03,0,0.0,1255,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2021-06-15,23489,15051.119140625,3121,0.87797,07:43:00,0,578.2999999999996,,0,07:17:30,06:05:30,06:28:00,03:34:30,00:00:00,00:35:00,00:00:00,00:00:00,07:43:00
2022-06-01,10431,6224.39453125,2492,0.880412,08:05:00,0,235.15000000000003,197.0,0,06:17:30,10:01:30,05:54:00,01:38:30,00:00:00,00:08:30,00:00:00,00:00:00,08:05:00
2022-02-12,11200,8970.4736328125,2378,0.848101,05:55:30,0,436.75000000000006,,0,05:59:00,01:07:30,02:16:00,01:28:30,00:00:00,00:55:00,00:00:00,12:14:00,05:55:30
2024-09-20,12388,6077.443359375,2615,0.802094,07:57:30,0,178.09999999999997,197.0,0,07:03:30,05:11:00,10:54:30,00:51:00,00:00:00,00:00:00,00:00:00,00:00:00,07:57:30
2024-04-06,0,0.0,1364,0.0,00:00:00,0,0.0,197.0,0,00:14:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23:46:00,00:00:00
2022-08-11,15152,7998.11669921875,2511,0.881264,07:39:00,0,226.29999999999987,197.0,0,08:55:30,06:04:30,07:31:00,01:29:00,00:00:00,00:00:00,00:00:00,00:00:00,07:39:00
2020-01-04,0,0.0,1254,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2023-08-31,10111,5706.53466796875,2601,0.87747,02:06:30,0,284.59999999999997,197.0,0,02:02:30,07:26:30,06:39:30,02:05:00,00:00:00,00:10:00,00:00:00,05:36:30,02:06:30
2023-11-03,388,173.17214965820312,1423,0.922671,04:44:30,0,15.1,197.0,0,05:13:30,00:15:30,00:15:30,00:05:00,00:00:00,00:00:00,00:00:00,18:10:30,04:44:30
2022-07-09,1026,461.4900207519531,1544,0.87218,08:52:00,0,61.850000000000016,197.0,0,07:36:30,00:04:00,00:25:00,00:30:30,00:00:00,00:02:00,00:00:00,15:22:00,08:52:00
2022-11-30,9552,4993.3388671875,2356,0.833727,10:34:30,0,182.40000000000006,197.0,0,09:56:30,06:15:00,06:30:30,01:18:00,00:00:00,00:00:00,00:00:00,00:00:00,10:34:30
2024-11-15,0,0.0,1370,0.0,00:00:00,0,0.20000000000000007,197.0,0,09:41:30,00:00:00,00:02:30,00:00:00,00:00:00,00:00:00,00:00:00,14:16:00,00:00:00
2024-09-30,17699,12459.6298828125,2748,0.816846,08:30:30,0,472.74999999999994,197.0,0,09:59:00,04:31:00,07:34:30,01:09:00,00:00:00,00:46:00,00:00:00,00:00:00,08:30:30
2019-07-15,0,0.0,1254,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2023-04-25,8568,4588.5927734375,2143,0.819687,09:03:30,0,119.54999999999995,197.0,0,09:49:00,06:23:00,05:31:30,00:43:00,00:00:00,00:00:00,00:00:00,01:33:30,09:03:30
2021-05-03,22968,13553.974609375,2935,0.889746,07:33:30,0,430.8500000000004,,0,08:32:00,04:09:00,08:38:00,02:18:00,00:00:00,00:23:00,00:00:00,00:00:00,07:33:30
2024-07-28,7619,4549.18359375,1948,0.0,00:00:00,0,141.55,197.0,0,02:27:30,02:54:30,02:53:30,01:13:00,00:00:00,00:00:00,00:00:00,14:31:30,00:00:00
2022-09-29,24039,16685.107421875,3252,0.842654,08:47:30,0,682.7500000000006,197.0,0,08:21:30,04:57:30,07:12:30,02:24:00,00:00:00,01:04:30,00:00:00,00:00:00,08:47:30
2023-03-11,22669,13414.1826171875,3474,0.780259,07:05:30,0,691.4499999999988,197.0,0,06:46:00,03:59:00,08:15:30,03:30:00,00:00:00,01:29:30,00:00:00,00:00:00,07:05:30
2019-07-05,0,0.0,1256,0.0,00:00:00,0,0.0,,0,08:58:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,15:02:00,00:00:00
2024-08-18,9149,4664.73681640625,2246,0.840085,07:49:00,0,137.39999999999995,197.0,0,12:51:30,03:33:00,06:45:00,00:50:30,00:00:00,00:00:00,00:00:00,00:00:00,07:49:00
2022-03-18,22993,15970.623046875,3372,0.870253,05:16:00,0,720.3500000000004,197.0,0,06:31:00,06:22:30,06:59:30,02:58:30,00:00:00,01:08:30,00:00:00,00:00:00,05:16:00
2019-09-10,0,0.0,1255,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2025-01-30,6154,3089.11376953125,2240,0.834518,08:12:30,0,115.79999999999988,197.0,0,07:13:30,07:53:00,06:29:00,00:47:30,00:00:00,00:00:00,00:00:00,01:37:00,08:12:30
2021-03-26,14653,9729.6962890625,2548,0.918675,05:32:00,0,342.05000000000035,,0,05:37:30,09:00:30,04:49:00,01:37:00,00:00:00,00:34:30,00:00:00,02:21:30,05:32:00
2023-12-21,13844,8199.3701171875,2320,0.0,00:00:00,0,272.2500000000003,197.0,0,05:09:00,03:09:00,04:22:00,01:55:30,00:00:00,00:10:30,00:00:00,09:14:00,00:00:00
2024-06-29,28507,18316.2734375,3504,0.791538,08:04:30,0,859.9499999999997,197.0,0,10:04:00,03:05:00,04:55:00,04:43:30,00:00:00,01:12:30,00:00:00,00:00:00,08:04:30
2023-04-09,0,0.0,1366,0.0,00:00:00,0,0.20000000000000007,197.0,0,00:22:30,00:00:00,00:01:00,00:00:00,00:00:00,00:00:00,00:00:00,23:36:30,00:00:00
2019-07-10,0,0.0,1255,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2022-05-06,16683,10136.5595703125,2841,0.863688,07:16:30,0,404.5999999999999,197.0,0,06:34:00,08:04:30,06:21:30,02:47:30,00:00:00,00:12:30,00:00:00,00:00:00,07:16:30
2022-09-17,22528,13321.1767578125,2913,0.84874,07:56:00,0,365.90000000000146,197.0,0,08:38:30,03:08:30,09:14:30,02:56:30,00:00:00,00:02:00,00:00:00,00:00:00,07:56:00
2025-07-19,26682,18209.7265625,2632,0.789128,08:53:30,0,426.45000000000016,197.0,0,11:03:00,04:14:30,04:49:00,03:53:30,00:00:00,00:00:00,00:00:00,00:00:00,08:53:30
2024-04-04,8654,4499.71484375,2187,0.874828,06:03:30,0,145.39999999999995,197.0,0,11:31:30,06:14:00,05:22:30,00:52:00,00:00:00,00:00:00,00:00:00,00:00:00,06:03:30
2019-06-22,7215,5740.5263671875,1619,0.851485,01:41:00,0,262.83749999999964,,0,12:25:00,00:32:00,00:48:00,00:00:00,00:14:00,00:27:00,00:05:30,09:28:30,01:41:00
2022-10-21,21664,16781.8828125,2890,0.876349,08:29:30,0,628.9000000000001,197.0,0,11:32:30,06:02:00,02:59:30,02:17:00,00:00:00,01:09:00,00:00:00,00:00:00,08:29:30
2022-09-02,27069,18495.82421875,3498,0.881159,05:45:00,0,745.2499999999995,197.0,0,06:19:30,04:56:00,08:42:30,02:30:30,00:00:00,01:31:30,00:00:00,00:00:00,05:45:00
2021-05-13,31942,22253.05859375,3738,0.880179,07:26:30,0,935.0999999999995,,0,07:29:30,03:53:00,07:23:30,03:49:30,00:00:00,01:24:30,00:00:00,00:00:00,07:26:30
2023-12-11,10408,7619.69677734375,2132,0.0,00:00:00,0,321.75000000000045,197.0,0,01:26:00,02:08:00,01:56:00,00:53:30,00:00:00,00:44:30,00:00:00,16:52:00,00:00:00
2020-06-21,0,0.0,1252,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-02-18,1476,763.9718627929688,1559,0.0,00:00:00,0,27.100000000000005,197.0,0,00:02:30,01:04:00,01:28:00,00:16:30,00:00:00,00:00:00,00:00:00,21:09:00,00:00:00
2025-01-03,0,0.0,1363,0.0,00:00:00,0,0.0,197.0,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-03-12,0,0.0,1363,0.0,00:00:00,0,0.0,197.0,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2022-07-29,11184,5774.7919921875,2332,0.86257,07:27:30,0,185.85000000000002,197.0,0,07:04:30,05:08:00,06:29:30,01:13:30,00:00:00,00:00:00,00:00:00,04:04:30,07:27:30
2023-12-10,0,0.0,1364,0.0,00:00:00,0,0.09999999999999998,197.0,0,00:11:30,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23:48:30,00:00:00
2023-05-10,6730,3554.697021484375,2050,0.871766,07:24:30,0,113.74999999999996,197.0,0,06:04:30,06:06:00,04:23:30,00:45:00,00:00:00,00:00:00,00:00:00,06:41:00,07:24:30
2024-09-07,44093,32183.412109375,3906,0.831551,06:14:00,0,933.6999999999987,197.0,0,07:17:00,01:41:00,07:40:00,05:04:30,00:00:00,01:55:30,00:00:00,00:22:00,06:14:00
2025-06-25,5209,2775.43505859375,1727,0.850688,08:29:00,0,123.19999999999997,197.0,0,09:14:00,00:36:00,02:02:00,00:48:00,00:00:00,00:08:30,00:00:00,11:11:30,08:29:00
2019-08-01,0,0.0,1254,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2023-12-15,0,0.0,1364,0.0,00:00:00,0,0.0,197.0,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2021-05-17,16728,10597.3447265625,2576,0.845686,06:51:30,0,324.40000000000015,,0,08:58:30,06:20:30,06:03:00,01:53:00,00:00:00,00:14:00,00:00:00,00:31:00,06:51:30
2020-06-25,0,0.0,1253,0.0,00:00:00,0,0.0,,0,00:03:30,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23:56:30,00:00:00
2019-06-16,0,0.0,1255,0.0,00:00:00,0,0.0,,0,00:01:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23:59:00,00:00:00
2024-07-20,13020,8075.12841796875,2558,0.836478,07:57:00,0,230.1500000000002,197.0,0,09:24:00,04:31:30,08:12:30,01:50:00,00:00:00,00:02:00,00:00:00,00:00:00,07:57:00
2024-10-20,12846,6456.4892578125,2282,0.839695,09:49:30,0,190.4,197.0,0,13:38:30,03:16:30,05:51:30,01:13:30,00:00:00,00:00:00,00:00:00,00:00:00,09:49:30
2019-05-24,0,0.0,1254,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2020-05-03,0,0.0,1253,0.0,00:00:00,0,0.0,,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-06-21,6431,3160.9130859375,2010,0.898378,07:42:30,0,94.25,197.0,0,08:29:30,04:16:30,05:04:00,00:27:30,00:00:00,00:00:00,00:00:00,05:42:30,07:42:30
2024-07-03,11486,5803.9013671875,2512,0.874299,07:25:30,0,196.2500000000003,197.0,0,08:07:00,06:37:30,08:05:30,01:10:00,00:00:00,00:00:00,00:00:00,00:00:00,07:25:30
2024-01-08,11159,5999.447265625,2394,0.852734,09:27:00,1,175.15000000000018,197.0,0,09:04:30,06:54:30,07:00:30,00:59:30,00:00:00,00:01:00,00:00:00,00:00:00,09:27:00
2022-04-12,11473,6149.99658203125,2687,0.860798,08:08:30,0,306.7500000000003,197.0,0,06:58:30,06:12:00,07:56:00,01:38:30,00:00:00,00:17:30,00:00:00,00:57:30,08:08:30
2022-04-22,14153,7371.67626953125,2650,0.898515,06:44:00,0,293.5999999999999,197.0,0,07:28:30,07:07:30,07:13:00,02:11:00,00:00:00,00:00:00,00:00:00,00:00:00,06:44:00
2022-01-16,0,0.0,1364,0.0,00:00:00,0,0.0,,0,03:05:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,20:55:00,00:00:00
2025-05-05,9048,4682.90185546875,2361,0.0,00:00:00,0,238.60000000000014,197.0,0,01:48:30,07:02:00,06:09:00,01:25:30,00:00:00,00:15:30,00:00:00,07:19:30,00:00:00
2019-04-11,8768,4345.15966796875,2047,0.0,00:00:00,2,214.38749999999806,,0,00:03:30,10:35:00,06:13:00,00:00:00,00:14:00,00:00:00,00:03:30,06:51:00,00:00:00
2025-01-26,11363,7824.2236328125,2272,0.0,00:00:00,0,346.6000000000003,197.0,0,04:16:30,05:38:00,02:05:00,01:00:30,00:00:00,00:48:30,00:00:00,10:11:30,00:00:00
2025-03-29,12820,6432.666015625,2526,0.851648,09:06:00,0,258.85,197.0,0,11:11:00,03:54:30,06:52:30,01:58:00,00:00:00,00:04:00,00:00:00,00:00:00,09:06:00
2022-07-11,12610,6899.89404296875,2389,0.0,00:00:00,0,200.7500000000001,197.0,0,02:21:30,07:24:00,06:18:00,01:23:00,00:00:00,00:00:00,00:00:00,06:33:30,00:00:00
2023-02-13,10408,5341.751953125,2448,0.868966,07:15:00,0,173.60000000000014,197.0,0,08:52:30,05:49:00,08:28:30,00:50:00,00:00:00,00:00:00,00:00:00,00:00:00,07:15:00
2023-05-08,20177,12687.275390625,3010,0.868889,07:30:00,0,492.0999999999996,197.0,0,06:24:30,07:09:00,07:56:00,01:38:00,00:00:00,00:52:30,00:00:00,00:00:00,07:30:00
2022-10-01,27741,21960.625,3251,0.831257,07:21:30,0,821.6500000000001,197.0,0,11:29:30,04:28:30,04:03:30,02:20:00,00:00:00,01:38:30,00:00:00,00:00:00,07:21:30
