date,name,startTime,stopTime,timeZoneOffset,distance,duration,kiloCalories,maximumHeartRate,averageHeartRate,duration_minutes,vo2Max,restingHeartRate,anaerobicThreshold,functionalThresholdPower,sleepGoal,sport,minHeartRate
2023-11-09,,18:04:37,18:36:20,60,5587.7001953125,00:31:43,293.0,197,155.0,00:31:43,44,55.0,177.0,172.0,8.0,RUNNING,89.0
2025-06-12,,19:08:17,20:38:08,120,8582.7998046875,01:29:51,659.0,197,151.0,01:29:51,44,55.0,177.0,172.0,8.0,RUNNING,96.0
2022-05-21,,07:36:43,08:21:58,120,7118.39990234375,00:45:15,475.0,197,166.0,00:45:15,45,55.0,177.0,177.0,8.0,RUNNING,94.0
2025-04-16,,15:42:41,17:54:59,120,,02:12:18,301.0,197,106.0,02:12:18,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,74.0
2025-01-26,,10:14:27,10:50:25,60,6065.0,00:35:58,340.0,197,160.0,00:35:58,44,55.0,177.0,172.0,8.0,RUNNING,103.0
2021-10-14,,20:30:00,20:54:37,120,,00:24:37,60.0,194,88.0,00:24:37,45,55.0,175.0,177.0,8.0,BODY_AND_MIND,67.0
2025-05-12,,20:32:46,20:58:13,120,,00:25:27,164.0,197,123.0,00:25:27,44,55.0,177.0,172.0,8.0,FUNCTIONAL_TRAINING,64.0
2021-04-22,,19:55:28,21:05:57,120,10841.099609375,01:10:29,721.0,194,161.0,01:10:29,45,55.0,175.0,256.0,8.0,RUNNING,98.0
2021-03-20,,07:04:09,08:02:32,60,10749.2001953125,00:58:23,634.0,195,166.0,00:58:23,46,55.0,176.0,256.0,8.0,RUNNING,94.0
2018-07-09,Radfahren,08:50:19,11:32:13,120,33792.8984375,02:41:54,542.0,197,,02:41:54,45,55.0,177.0,,,CYCLING,
2016-01-31,Laufen,17:11:55,17:37:40,0,4030.699951171875,00:25:45,257.0,200,162.0,00:25:45,41,55.0,180.0,,,RUNNING,84.0
2016-06-15,Laufen,11:37:02,12:28:31,120,8209.900390625,00:51:29,482.0,199,,00:51:29,44,55.0,179.0,,,RUNNING,
2023-10-01,,11:26:33,18:52:05,120,9132.7001953125,07:25:32,2422.0,197,116.0,07:25:32,44,55.0,177.0,172.0,8.0,HIKING,76.0
2025-06-05,,19:05:50,20:19:34,120,11159.7001953125,01:13:44,631.0,197,160.0,01:13:44,44,55.0,177.0,172.0,8.0,RUNNING,110.0
2024-09-19,,19:05:36,20:14:16,120,11086.099609375,01:08:40,586.0,197,161.0,01:08:40,44,55.0,177.0,172.0,8.0,RUNNING,81.0
2021-05-20,,16:41:31,17:27:28,120,6784.2998046875,00:45:57,454.0,194,159.0,00:45:57,45,55.0,175.0,177.0,8.0,RUNNING,101.0
2022-02-28,,19:36:42,19:53:35,60,0.0,00:16:53,102.0,197,115.0,00:16:53,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,74.0
2022-10-25,,18:08:08,19:05:15,120,10395.599609375,00:57:07,614.0,197,169.0,00:57:07,45,55.0,177.0,177.0,8.0,RUNNING,89.0
2025-05-29,,10:25:44,15:25:33,120,39190.8984375,04:59:49,1651.0,197,140.0,04:59:49,44,55.0,177.0,172.0,8.0,ROAD_BIKING,94.0
2025-06-22,,17:04:30,17:48:05,120,1444.0,00:43:35,293.0,197,125.0,00:43:35,44,55.0,177.0,172.0,8.0,OPEN_WATER_SWIMMING,99.0
2021-10-31,,08:22:37,10:03:51,60,9230.2001953125,01:41:14,999.0,194,163.0,01:41:14,45,55.0,175.0,177.0,8.0,RUNNING,114.0
2015-08-29,Laufen,07:28:31,09:03:36,120,10442.5,01:35:05,857.0,200,152.0,01:35:05,41,55.0,180.0,,,RUNNING,104.0
2024-10-22,,16:52:59,17:32:42,120,5813.60009765625,00:39:43,306.0,197,157.0,00:39:43,44,55.0,177.0,172.0,8.0,RUNNING,75.0
2021-03-14,,09:46:20,10:00:29,60,0.0,00:14:09,40.0,195,89.0,00:14:09,46,55.0,176.0,256.0,8.0,BODY_AND_MIND,62.0
2023-08-26,,11:46:49,12:48:17,120,10487.099609375,01:01:28,596.0,197,163.0,01:01:28,44,55.0,177.0,172.0,8.0,RUNNING,84.0
2023-08-29,,19:19:01,20:14:36,120,,00:55:35,127.0,197,82.0,00:55:35,44,55.0,177.0,172.0,8.0,BODY_AND_MIND,57.0
2019-05-23,Laufen,17:55:13,19:56:34,120,19356.900390625,02:01:21,1021.0,196,,02:01:21,45,55.0,176.0,,,RUNNING,
2025-08-02,,12:40:56,13:21:22,120,,00:40:26,91.0,197,83.0,00:40:26,44,55.0,177.0,172.0,8.0,BODY_AND_MIND,53.0
2024-08-06,,19:26:19,20:23:45,120,9768.5,00:57:26,552.0,197,158.0,00:57:26,44,55.0,177.0,172.0,8.0,RUNNING,102.0
2023-03-10,,05:16:36,05:46:45,60,,00:30:09,220.0,197,127.0,00:30:09,45,55.0,177.0,177.0,8.0,INDOOR_CYCLING,102.0
2021-03-23,,16:35:31,17:15:20,60,6453.0,00:39:49,333.0,195,139.0,00:39:49,46,55.0,176.0,256.0,8.0,RUNNING,93.0
2024-10-24,,16:47:14,17:42:16,120,6093.2998046875,00:55:02,302.0,197,144.0,00:55:02,44,55.0,177.0,172.0,8.0,RUNNING,98.0
2021-04-12,,17:00:07,17:55:23,120,9093.900390625,00:55:16,536.0,195,170.0,00:55:16,46,55.0,176.0,256.0,8.0,RUNNING,95.0
2023-06-03,,06:52:16,07:11:05,120,694.5,00:18:49,145.0,197,137.0,00:18:49,44,55.0,177.0,172.0,8.0,OPEN_WATER_SWIMMING,80.0
2022-06-30,,17:37:29,19:12:45,120,9421.0,01:35:16,946.0,197,159.0,01:35:16,45,55.0,177.0,177.0,8.0,RUNNING,114.0
2023-12-28,,19:23:33,20:01:50,60,6258.7998046875,00:38:17,363.0,197,156.0,00:38:17,44,55.0,177.0,172.0,8.0,RUNNING,94.0
2024-06-25,,11:55:11,12:16:44,120,3761.800048828125,00:21:33,156.0,197,135.0,00:21:33,44,55.0,177.0,172.0,8.0,WATERSPORTS_KITESURFING,103.0
2021-05-06,,18:33:15,19:23:06,120,9485.400390625,00:49:51,535.0,194,167.0,00:49:51,45,55.0,175.0,177.0,8.0,RUNNING,105.0
2023-03-03,,21:09:50,22:07:21,60,,00:57:31,479.0,197,142.0,00:57:31,45,55.0,177.0,177.0,8.0,INDOOR_CYCLING,104.0
2025-07-11,,21:39:15,22:30:31,120,7766.7998046875,00:51:16,426.0,197,139.0,00:51:16,44,55.0,177.0,172.0,8.0,RUNNING,95.0
2025-05-07,,16:10:17,18:06:39,120,,01:56:22,246.0,197,119.0,01:56:22,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,79.0
2024-07-15,,06:21:04,07:11:10,120,19149.400390625,00:50:06,443.0,197,155.0,00:50:06,44,55.0,177.0,172.0,8.0,ROAD_BIKING,100.0
2023-03-22,,16:36:06,17:53:16,60,13693.400390625,01:17:10,776.0,197,160.0,01:17:10,45,55.0,177.0,177.0,8.0,RUNNING,97.0
2024-07-31,,14:41:41,18:29:27,120,25169.599609375,03:47:46,722.0,197,112.0,03:47:46,44,55.0,177.0,172.0,8.0,WATERSPORTS_KITESURFING,76.0
2023-03-16,,17:24:23,18:01:53,60,,00:37:30,235.0,197,120.0,00:37:30,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,78.0
2024-03-06,,19:15:11,20:24:54,60,,01:09:43,426.0,197,138.0,01:09:43,44,55.0,177.0,172.0,8.0,INDOOR_CYCLING,101.0
2023-05-24,,18:27:14,19:20:58,120,9558.099609375,00:53:44,526.0,197,161.0,00:53:44,44,55.0,177.0,172.0,8.0,RUNNING,102.0
2025-02-18,,17:21:03,17:56:38,60,5173.7998046875,00:35:35,256.0,197,153.0,00:35:35,44,55.0,177.0,172.0,8.0,RUNNING,90.0
2022-10-17,,17:24:25,19:24:58,120,20153.5,02:00:33,1276.0,197,167.0,02:00:33,45,55.0,177.0,177.0,8.0,RUNNING,107.0
2021-06-13,,07:16:17,07:54:11,120,6370.5,00:37:54,356.0,194,151.0,00:37:54,45,55.0,175.0,177.0,8.0,RUNNING,92.0
2024-02-21,,17:23:23,18:22:27,60,10372.2998046875,00:59:04,588.0,197,162.0,00:59:04,44,55.0,177.0,172.0,8.0,RUNNING,78.0
2022-08-25,,18:58:02,20:48:17,120,8472.5,01:50:15,802.0,197,139.0,01:50:15,45,55.0,177.0,177.0,8.0,MOUNTAIN_BIKING,91.0
2025-04-02,,15:44:41,17:41:09,120,,01:56:28,234.0,197,113.0,01:56:28,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,75.0
2023-02-01,,17:30:55,18:35:37,60,,01:04:42,421.0,197,122.0,01:04:42,45,55.0,177.0,177.0,8.0,INDOOR_CYCLING,108.0
2021-06-10,,20:11:12,20:47:35,120,6286.10009765625,00:36:23,362.0,194,157.0,00:36:23,45,55.0,175.0,177.0,8.0,RUNNING,91.0
2022-03-28,,16:36:31,17:48:56,120,8547.0,01:12:25,566.0,197,142.0,01:12:25,45,55.0,177.0,177.0,8.0,MOUNTAIN_BIKING,95.0
2022-11-13,,08:08:37,09:06:43,60,10433.5,00:58:06,593.0,197,162.0,00:58:06,45,55.0,177.0,177.0,8.0,RUNNING,97.0
2022-11-24,,17:45:27,18:44:11,60,10417.5,00:58:44,574.0,197,157.0,00:58:44,45,55.0,177.0,177.0,8.0,RUNNING,95.0
2021-09-21,,20:46:35,21:04:21,120,0.0,00:17:46,63.0,194,96.0,00:17:46,45,55.0,175.0,177.0,8.0,MOBILITY_DYNAMIC,62.0
2023-09-30,,12:14:36,13:10:43,120,2227.699951171875,00:56:07,317.0,197,110.0,00:56:07,44,55.0,177.0,172.0,8.0,HIKING,85.0
2021-03-06,,08:00:00,14:25:00,60,9750.0,06:25:00,,195,,06:25:00,46,55.0,176.0,256.0,8.0,SNOWSHOE_TREKKING,
2018-09-30,Jogging,16:59:37,18:27:37,120,14459.2998046875,01:28:00,783.0,197,,01:28:00,45,55.0,177.0,256.0,,JOGGING,
2017-03-24,Laufen,11:32:55,12:33:33,60,9102.900390625,01:00:38,560.0,199,,01:00:38,48,55.0,179.0,,,RUNNING,
2022-02-19,,09:55:44,14:48:05,60,6861.39990234375,04:52:21,2144.0,197,131.0,04:52:21,45,55.0,177.0,177.0,8.0,BACKCOUNTRY_SKIING,82.0
2022-09-09,,06:01:21,06:35:11,120,,00:33:50,163.0,197,106.0,00:33:50,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,67.0
2016-07-19,Laufen,11:36:59,12:34:46,120,2793.89990234375,00:57:47,280.0,199,,00:57:47,44,55.0,179.0,,,RUNNING,
2022-04-11,,16:53:12,17:59:55,120,8694.2998046875,01:06:43,554.0,197,150.0,01:06:43,45,55.0,177.0,177.0,8.0,MOUNTAIN_BIKING,92.0
2023-02-07,,20:18:06,20:49:59,60,,00:31:53,222.0,197,125.0,00:31:53,45,55.0,177.0,177.0,8.0,ROAD_BIKING,86.0
2018-05-07,Radfahren,08:00:39,11:26:33,120,43938.3984375,03:25:54,611.0,197,,03:25:54,45,55.0,177.0,,,CYCLING,
2021-06-19,,10:17:05,14:32:22,120,15782.900390625,04:15:17,1782.0,194,124.0,04:15:17,45,55.0,175.0,177.0,8.0,HIKING,76.0
2024-03-07,,17:52:40,19:27:36,60,4318.0,01:34:56,899.0,197,157.0,01:34:56,44,55.0,177.0,172.0,8.0,BACKCOUNTRY_SKIING,115.0
2023-09-20,,18:48:21,19:31:18,120,7210.60009765625,00:42:57,390.0,197,150.0,00:42:57,44,55.0,177.0,172.0,8.0,RUNNING,66.0
2019-05-20,Radfahren,20:23:32,20:48:42,120,2.4000000953674316,00:25:10,98.0,196,,00:25:10,45,55.0,176.0,,,CYCLING,
2017-03-12,Laufen,07:25:04,07:43:16,60,3219.0,00:18:12,145.0,199,,00:18:12,48,55.0,179.0,220.0,,RUNNING,
2020-06-30,Laufen,10:21:21,11:26:50,120,10194.7998046875,01:05:29,522.0,195,,01:05:29,46,55.0,176.0,,,RUNNING,
2020-05-06,Laufen,18:54:23,19:09:39,120,1683.5999755859375,00:15:16,127.0,195,,00:15:16,46,55.0,176.0,256.0,,RUNNING,
2024-07-02,,17:16:29,18:17:53,120,10378.7998046875,01:01:24,607.0,197,161.0,01:01:24,44,55.0,177.0,172.0,8.0,RUNNING,118.0
2022-10-22,,12:59:53,15:45:18,120,10715.2001953125,02:45:25,911.0,197,103.0,02:45:25,45,55.0,177.0,177.0,8.0,HIKING,81.0
2024-07-04,,15:56:03,16:58:02,120,18809.5,01:01:59,342.0,197,145.0,01:01:59,44,55.0,177.0,172.0,8.0,ROAD_BIKING,95.0
2023-05-15,,19:39:48,20:36:01,120,10369.599609375,00:56:13,556.0,197,163.0,00:56:13,44,55.0,177.0,172.0,8.0,RUNNING,91.0
2023-03-14,,19:21:38,20:29:04,60,,01:07:26,519.0,197,132.0,01:07:26,45,55.0,177.0,177.0,8.0,INDOOR_CYCLING,106.0
2017-03-19,Laufen,11:37:52,15:05:24,60,30894.900390625,03:27:32,1799.0,199,,03:27:32,48,55.0,179.0,220.0,,RUNNING,
2015-07-21,Radfahren,08:25:29,10:26:10,120,35938.5,02:00:41,1141.0,200,155.0,02:00:41,42,55.0,180.0,,,CYCLING,109.0
2021-10-09,,11:14:55,14:31:03,120,30042.69921875,03:16:08,1767.0,194,150.0,03:16:08,45,55.0,175.0,177.0,8.0,MOUNTAIN_BIKING,102.0
2025-04-22,,17:31:43,18:14:04,120,7240.2998046875,00:42:21,401.0,197,159.0,00:42:21,44,55.0,177.0,172.0,8.0,RUNNING,108.0
2021-06-24,,17:06:54,18:09:14,120,10360.2998046875,01:02:20,610.0,194,157.0,01:02:20,45,55.0,175.0,177.0,8.0,JOGGING,99.0
2025-07-06,,17:09:48,17:43:47,120,,00:33:59,44.0,197,91.0,00:33:59,44,55.0,177.0,172.0,8.0,BODY_AND_MIND,77.0
2021-07-07,,18:22:21,19:15:28,120,9547.0,00:53:07,552.0,194,163.0,00:53:07,45,55.0,175.0,177.0,8.0,JOGGING,87.0
2017-03-18,Laufen,09:18:01,10:49:54,60,14777.7998046875,01:31:53,838.0,199,,01:31:53,48,55.0,179.0,220.0,,RUNNING,
2024-10-11,,17:23:24,17:56:28,120,6370.7998046875,00:33:04,317.0,197,157.0,00:33:04,44,55.0,177.0,172.0,8.0,RUNNING,81.0
2023-04-22,,10:30:38,11:25:26,120,10165.2998046875,00:54:48,578.0,197,170.0,00:54:48,44,55.0,177.0,172.0,8.0,RUNNING,101.0
2020-04-10,Laufen,09:57:22,11:36:27,120,15053.400390625,01:39:05,898.0,196,,01:39:05,45,55.0,176.0,,,RUNNING,
2025-05-30,,08:38:20,15:12:38,120,86334.3984375,06:34:18,1922.0,197,128.0,06:34:18,44,55.0,177.0,172.0,8.0,ROAD_BIKING,76.0
2023-03-01,,19:53:44,20:07:21,60,,00:13:37,116.0,197,145.0,00:13:37,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,97.0
2019-06-05,Laufen,19:32:07,19:53:00,120,3564.300048828125,00:20:53,172.0,196,,00:20:53,45,55.0,176.0,256.0,,RUNNING,
2017-07-15,Jogging,10:06:28,12:14:44,120,23156.900390625,02:08:16,1191.0,198,,02:08:16,48,55.0,178.0,,,JOGGING,
2021-05-13,,07:33:19,08:25:44,120,9590.099609375,00:52:25,580.0,194,171.0,00:52:25,45,55.0,175.0,177.0,8.0,RUNNING,110.0
2017-02-19,Laufen,11:25:55,12:17:32,60,7953.60009765625,00:51:37,467.0,199,,00:51:37,48,55.0,179.0,,,RUNNING,
2022-01-02,,16:14:44,17:11:16,60,9690.2001953125,00:56:32,629.0,194,172.0,00:56:32,45,55.0,175.0,177.0,8.0,RUNNING,112.0
2019-03-31,Laufen,10:30:12,11:12:03,60,7343.0,00:41:51,385.0,197,,00:41:51,45,55.0,177.0,256.0,,RUNNING,
2017-03-05,Laufen,08:37:12,08:49:00,60,1970.300048828125,00:11:48,67.0,199,,00:11:48,48,55.0,179.0,,,RUNNING,
2023-03-16,,18:18:49,19:12:41,60,,00:53:52,447.0,197,140.0,00:53:52,45,55.0,177.0,177.0,8.0,INDOOR_CYCLING,107.0
2020-06-06,Laufen,18:16:08,19:20:23,120,10541.2001953125,01:04:15,584.0,195,,01:04:15,46,55.0,176.0,,,RUNNING,
2022-02-12,,14:27:44,14:59:40,60,5217.2998046875,00:31:56,342.0,194,166.0,00:31:56,45,55.0,175.0,177.0,8.0,RUNNING,122.0
2025-08-04,,20:44:12,21:16:50,120,,00:32:38,211.0,197,120.0,00:32:38,44,55.0,177.0,172.0,8.0,FUNCTIONAL_TRAINING,72.0
2024-01-26,,17:17:34,17:53:15,60,6020.2001953125,00:35:41,353.0,197,161.0,00:35:41,44,55.0,177.0,172.0,8.0,RUNNING,100.0
2022-07-05,,19:25:02,20:51:07,120,13636.0,01:26:05,883.0,197,163.0,01:26:05,45,55.0,177.0,177.0,8.0,RUNNING,106.0
2023-03-05,,09:16:05,10:44:16,60,15826.7001953125,01:28:11,944.0,197,168.0,01:28:11,45,55.0,177.0,177.0,8.0,RUNNING,103.0
2018-07-10,Laufen,18:09:10,18:39:28,120,5027.39990234375,00:30:18,266.0,197,,00:30:18,45,55.0,177.0,,,RUNNING,
2021-06-15,,20:32:21,21:05:35,120,1223.199951171875,00:33:14,253.0,194,132.0,00:33:14,45,55.0,175.0,177.0,8.0,OPEN_WATER_SWIMMING,107.0
2025-04-24,,19:04:15,20:20:00,120,10840.0,01:15:45,545.0,197,159.0,01:15:45,44,55.0,177.0,172.0,8.0,RUNNING,98.0
2022-05-26,,20:54:18,21:54:49,120,10349.599609375,01:00:31,629.0,197,165.0,01:00:31,45,55.0,177.0,177.0,8.0,RUNNING,94.0
2022-03-10,,06:01:50,06:38:18,60,,00:36:28,141.0,197,96.0,00:36:28,45,55.0,177.0,177.0,8.0,BODY_AND_MIND,68.0
2015-07-23,Laufen,16:23:35,18:09:18,120,13897.900390625,01:45:43,1114.0,200,166.0,01:45:43,42,55.0,180.0,,,RUNNING,105.0
2021-04-29,,17:26:00,18:19:35,120,9563.7001953125,00:53:35,543.0,194,160.0,00:53:35,45,55.0,175.0,177.0,8.0,RUNNING,101.0
2025-07-06,,16:21:11,16:59:46,120,5415.7001953125,00:38:35,277.0,197,125.0,00:38:35,44,55.0,177.0,172.0,8.0,RUNNING,87.0
2023-01-25,,19:26:40,19:57:18,60,,00:30:38,183.0,197,117.0,00:30:38,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,71.0
2023-03-01,,20:10:57,20:41:05,60,,00:30:08,252.0,197,139.0,00:30:08,45,55.0,177.0,177.0,8.0,INDOOR_CYCLING,117.0
2018-10-21,Laufen,16:03:36,17:50:07,120,16323.599609375,01:46:31,868.0,197,,01:46:31,45,55.0,177.0,256.0,,RUNNING,
2020-04-05,Laufen,15:40:58,16:29:36,120,8363.7998046875,00:48:38,452.0,196,,00:48:38,45,55.0,176.0,256.0,,RUNNING,
2025-08-12,,21:01:34,21:13:11,120,,00:11:37,80.0,197,125.0,00:11:37,44,55.0,177.0,172.0,8.0,FUNCTIONAL_TRAINING,94.0
2024-09-07,,09:52:55,16:38:12,120,48168.5,06:45:17,1300.0,197,108.0,06:45:17,44,55.0,177.0,172.0,8.0,MOUNTAIN_BIKING,61.0
2024-10-14,,16:16:29,17:03:09,120,8005.2998046875,00:46:40,404.0,197,153.0,00:46:40,44,55.0,177.0,172.0,8.0,RUNNING,82.0
2018-07-06,Laufen,11:51:22,12:35:03,120,7377.7998046875,00:43:41,387.0,197,,00:43:41,45,55.0,177.0,,,RUNNING,
2023-07-29,,19:48:42,20:51:48,120,10497.0,01:03:06,600.0,197,156.0,01:03:06,44,55.0,177.0,172.0,8.0,RUNNING,88.0
2018-10-28,Laufen,09:11:06,09:19:19,120,1323.800048828125,00:08:13,54.0,197,,00:08:13,45,55.0,177.0,256.0,,RUNNING,
2023-03-28,,19:41:26,20:38:49,120,9983.400390625,00:57:23,541.0,197,153.0,00:57:23,45,55.0,177.0,177.0,8.0,RUNNING,109.0
2020-04-29,Laufen,09:43:14,10:22:21,120,7096.89990234375,00:39:07,388.0,195,,00:39:07,46,55.0,176.0,,,RUNNING,
2023-01-01,,18:35:01,19:20:30,60,7839.2998046875,00:45:29,476.0,197,168.0,00:45:29,45,55.0,177.0,177.0,8.0,RUNNING,115.0
2025-04-20,,19:02:09,19:48:50,120,5458.39990234375,00:46:41,337.0,197,133.0,00:46:41,44,55.0,177.0,172.0,8.0,RUNNING,91.0
2022-08-13,,15:05:11,17:53:39,120,6305.7001953125,02:48:28,726.0,197,127.0,02:48:28,45,55.0,177.0,177.0,8.0,OTHER_OUTDOOR,66.0
2022-02-24,,06:02:12,06:38:04,60,0.0,00:35:52,189.0,197,111.0,00:35:52,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,81.0
2025-08-09,,11:21:54,13:14:11,120,,01:52:17,458.0,197,108.0,01:52:17,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,76.0
2024-10-31,,06:31:02,07:31:15,60,19248.69921875,01:00:13,504.0,197,158.0,01:00:13,44,55.0,177.0,172.0,8.0,ROAD_BIKING,92.0
2017-05-05,Sons.Outdoorsp,06:53:49,08:04:59,120,51378.0,01:11:10,69.0,198,,01:11:10,48,55.0,178.0,,,OTHER_OUTDOOR,
2022-08-17,,17:41:39,20:06:17,120,10150.400390625,02:24:38,1025.0,197,129.0,02:24:38,45,55.0,177.0,177.0,8.0,MOUNTAIN_BIKING,78.0
2025-05-14,,16:16:13,18:10:30,120,,01:54:17,187.0,197,109.0,01:54:17,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,67.0
2025-06-02,,19:47:10,20:24:55,120,5435.2001953125,00:37:45,292.0,197,132.0,00:37:45,44,55.0,177.0,172.0,8.0,RUNNING,87.0
2020-06-10,Laufen,16:52:37,17:53:31,120,10553.900390625,01:00:54,576.0,195,,01:00:54,46,55.0,176.0,,,RUNNING,
2018-06-19,Freiwasser,15:21:26,16:03:50,120,1140.0999755859375,00:42:24,80.0,197,,00:42:24,45,55.0,177.0,256.0,,OPEN_WATER_SWIMMING,
2022-05-22,,16:41:46,18:59:34,120,16048.7001953125,02:17:48,1075.0,197,157.0,02:17:48,45,55.0,177.0,177.0,8.0,MOUNTAIN_BIKING,108.0
2021-03-17,,17:59:30,18:35:45,60,5809.0,00:36:15,299.0,195,141.0,00:36:15,46,55.0,176.0,256.0,8.0,RUNNING,101.0
2023-01-15,,15:53:11,16:36:11,60,1850.0,00:43:00,385.0,197,146.0,00:43:00,45,55.0,177.0,177.0,8.0,POOL_SWIMMING,104.0
2023-11-01,,16:49:46,17:40:48,60,8643.2001953125,00:51:02,500.0,197,160.0,00:51:02,44,55.0,177.0,172.0,8.0,RUNNING,105.0
2018-06-15,Radfahren,07:10:55,09:51:56,120,60191.30078125,02:41:01,875.0,197,,02:41:01,45,55.0,177.0,256.0,,CYCLING,
2022-05-31,,19:02:12,19:35:17,120,0.0,00:33:05,98.0,197,87.0,00:33:05,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,62.0
2015-05-23,Laufen,10:10:44,11:33:30,120,3409.300048828125,01:22:46,275.0,200,142.0,01:22:46,41,55.0,180.0,,,RUNNING,99.0
2025-06-21,,10:11:13,12:38:51,120,16195.099609375,02:27:38,1276.0,197,149.0,02:27:38,44,55.0,177.0,172.0,8.0,RUNNING,110.0
2025-05-21,,16:13:28,18:21:39,120,,02:08:11,147.0,197,110.0,02:08:11,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,76.0
2017-03-29,Laufen,10:33:20,11:22:55,60,8310.099609375,00:49:35,478.0,199,,00:49:35,48,55.0,179.0,220.0,,RUNNING,
2015-08-17,Running,19:42:55,21:17:26,120,9775.400390625,01:34:31,640.0,200,130.0,01:34:31,41,55.0,180.0,,,RUNNING,93.0
2025-03-25,,19:44:00,20:17:19,60,5536.7998046875,00:33:19,304.0,197,151.0,00:33:19,44,55.0,177.0,172.0,8.0,RUNNING,96.0
2022-02-23,,17:50:44,18:52:10,60,10412.0,01:01:26,641.0,197,164.0,01:01:26,45,55.0,177.0,177.0,8.0,RUNNING,71.0
2025-04-25,,16:35:05,18:28:22,120,,01:53:17,138.0,197,102.0,01:53:17,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,70.0
2023-04-11,,19:09:03,20:18:56,120,,01:09:53,193.0,197,135.0,01:09:53,45,55.0,177.0,177.0,8.0,INDOOR_CYCLING,96.0
2022-07-07,,06:01:03,06:35:44,120,,00:34:41,159.0,197,103.0,00:34:41,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,69.0
2023-01-15,,11:54:03,12:55:12,60,9636.099609375,01:01:09,519.0,197,159.0,01:01:09,45,55.0,177.0,177.0,8.0,RUNNING,103.0
2022-02-17,,05:35:56,06:00:22,60,0.0,00:24:26,191.0,194,138.0,00:24:26,45,55.0,175.0,177.0,8.0,FUNCTIONAL_TRAINING,105.0
2023-02-05,,10:15:30,11:30:41,60,,01:15:11,596.0,197,134.0,01:15:11,45,55.0,177.0,177.0,8.0,ROAD_BIKING,99.0
2023-08-03,,17:48:03,18:45:42,120,9507.7998046875,00:57:39,533.0,197,154.0,00:57:39,44,55.0,177.0,172.0,8.0,RUNNING,92.0
2019-03-24,Laufen,09:41:44,10:19:57,60,6782.60009765625,00:38:13,336.0,197,,00:38:13,45,55.0,177.0,,,RUNNING,
2022-05-29,,13:21:16,16:01:32,120,22599.900390625,02:40:16,1270.0,197,142.0,02:40:16,45,55.0,177.0,177.0,8.0,MOUNTAIN_BIKING,91.0
2023-02-18,,08:41:44,14:55:44,60,10091.2998046875,06:14:00,2361.0,197,125.0,06:14:00,45,55.0,177.0,177.0,8.0,BACKCOUNTRY_SKIING,76.0
2016-06-17,Laufen,11:33:41,12:20:30,120,8176.39990234375,00:46:49,479.0,199,,00:46:49,44,55.0,179.0,,,RUNNING,
2024-01-27,,09:58:05,14:10:58,60,6748.10009765625,04:12:53,1892.0,197,137.0,04:12:53,44,55.0,177.0,172.0,8.0,BACKCOUNTRY_SKIING,86.0
2025-08-03,,17:28:57,18:33:49,120,9329.900390625,01:04:52,521.0,197,143.0,01:04:52,44,55.0,177.0,172.0,8.0,RUNNING,95.0
2023-08-27,,17:37:30,18:57:46,120,,01:20:16,278.0,197,98.0,01:20:16,44,55.0,177.0,172.0,8.0,BODY_AND_MIND,64.0
2024-09-02,,18:27:18,19:10:52,120,7430.10009765625,00:43:34,409.0,197,154.0,00:43:34,44,55.0,177.0,172.0,8.0,RUNNING,93.0
2019-05-06,Laufen,19:43:40,20:46:08,120,11137.400390625,01:02:28,593.0,196,,01:02:28,45,55.0,176.0,256.0,,RUNNING,
2022-09-25,,20:32:31,21:20:51,120,8384.2001953125,00:48:20,492.0,197,162.0,00:48:20,45,55.0,177.0,177.0,8.0,RUNNING,145.0
2024-08-27,,16:04:15,16:46:44,120,19250.80078125,00:42:29,357.0,197,149.0,00:42:29,44,55.0,177.0,172.0,8.0,ROAD_BIKING,93.0
2022-07-12,,06:00:05,06:37:04,120,,00:36:59,239.0,197,128.0,00:36:59,45,55.0,177.0,177.0,8.0,BODY_AND_MIND,65.0
2020-03-27,Laufen,19:08:56,19:25:11,60,1634.699951171875,00:16:15,105.0,196,,00:16:15,45,55.0,176.0,,,RUNNING,
2023-05-17,,06:23:24,06:59:40,120,16063.0,00:36:16,328.0,197,157.0,00:36:16,44,55.0,177.0,172.0,8.0,ROAD_BIKING,104.0
