date,name,startTime,stopTime,timeZoneOffset,distance,duration,kiloCalories,maximumHeartRate,averageHeartRate,duration_minutes,vo2Max,restingHeartRate,anaerobicThreshold,functionalThresholdPower,sleepGoal,sport,minHeartRate
2019-11-09,Laufen,11:20:03,12:35:28,60,12405.400390625,01:15:25,673.0,196,,01:15:25,45,55.0,176.0,256.0,,RUNNING,
2023-08-20,,09:52:01,14:54:03,120,11297.5,05:02:02,1663.0,197,109.0,05:02:02,44,55.0,177.0,172.0,8.0,HIKING,69.0
2023-09-16,,17:21:59,18:14:37,120,9153.400390625,00:52:38,505.0,197,161.0,00:52:38,44,55.0,177.0,172.0,8.0,RUNNING,92.0
2024-11-01,,16:46:58,17:35:04,60,18988.80078125,00:48:06,387.0,197,141.0,00:48:06,44,55.0,177.0,172.0,8.0,ROAD_BIKING,83.0
2021-04-01,,21:00:00,21:10:00,120,,00:10:00,,195,,00:10:00,46,55.0,176.0,256.0,8.0,CORE,
2019-06-18,Radfahren,19:58:27,20:20:45,120,1.0,00:22:18,89.0,196,,00:22:18,45,55.0,176.0,,,CYCLING,
2021-07-06,,07:00:46,08:00:46,120,,01:00:00,,194,,01:00:00,45,55.0,175.0,177.0,8.0,FUNCTIONAL_TRAINING,
2019-06-22,Laufen,09:40:32,10:03:32,120,4526.0,00:23:00,202.0,196,,00:23:00,45,55.0,176.0,,,RUNNING,
2020-06-24,Laufen,06:22:29,07:02:27,120,6653.2001953125,00:39:58,430.0,195,,00:39:58,46,55.0,176.0,,,RUNNING,
2022-12-21,,12:13:48,13:25:37,60,11169.0,01:11:49,816.0,197,177.0,01:11:49,45,55.0,177.0,177.0,8.0,RUNNING,149.0
2023-05-25,,19:15:06,19:34:44,120,784.7000122070312,00:19:38,146.0,197,134.0,00:19:38,44,55.0,177.0,172.0,8.0,OPEN_WATER_SWIMMING,84.0
2025-06-29,,18:31:15,19:00:02,120,,00:28:47,168.0,197,114.0,00:28:47,44,55.0,177.0,172.0,8.0,BODY_AND_MIND,78.0
2023-11-19,,17:41:34,18:24:19,60,6686.89990234375,00:42:45,394.0,197,154.0,00:42:45,44,55.0,177.0,172.0,8.0,RUNNING,107.0
2021-09-22,,16:42:31,17:42:23,120,,00:59:52,335.0,194,114.0,00:59:52,45,55.0,175.0,177.0,8.0,FUNCTIONAL_TRAINING,69.0
2023-05-14,,14:00:09,14:22:57,120,794.7000122070312,00:22:48,135.0,197,121.0,00:22:48,44,55.0,177.0,172.0,8.0,TRIATHLON_SWIMMING,87.0
2022-12-11,,16:29:03,18:29:12,60,20255.400390625,02:00:09,1120.0,197,151.0,02:00:09,45,55.0,177.0,177.0,8.0,RUNNING,111.0
2023-03-02,,16:37:37,17:15:39,60,1425.0,00:38:02,272.0,197,127.0,00:38:02,45,55.0,177.0,177.0,8.0,POOL_SWIMMING,81.0
2015-08-31,Laufen,19:50:20,21:18:26,120,9173.2001953125,01:28:06,842.0,200,158.0,01:28:06,41,55.0,180.0,,,RUNNING,101.0
2024-06-30,,12:51:42,13:28:55,120,6329.10009765625,00:37:13,335.0,197,150.0,00:37:13,44,55.0,177.0,172.0,8.0,RUNNING,97.0
2025-05-27,,17:03:10,18:00:30,120,8872.099609375,00:57:20,566.0,197,162.0,00:57:20,44,55.0,177.0,172.0,8.0,RUNNING,107.0
2025-05-05,,20:56:36,21:27:28,120,,00:30:52,157.0,197,107.0,00:30:52,44,55.0,177.0,172.0,8.0,FUNCTIONAL_TRAINING,68.0
2025-04-19,,13:22:49,15:11:50,120,33319.0,01:49:01,842.0,197,145.0,01:49:01,44,55.0,177.0,172.0,8.0,ROAD_BIKING,96.0
2025-08-06,,16:15:34,18:06:45,120,,01:51:11,141.0,197,103.0,01:51:11,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,70.0
2021-07-14,,19:03:14,20:03:28,120,9526.7001953125,01:00:14,546.0,194,147.0,01:00:14,45,55.0,175.0,177.0,8.0,JOGGING,100.0
2023-03-21,,18:57:37,19:28:39,60,,00:31:02,187.0,197,120.0,00:31:02,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,81.0
2025-02-27,,11:08:00,11:48:33,0,5595.2001953125,00:40:33,293.0,197,159.0,00:40:33,44,55.0,177.0,172.0,8.0,RUNNING,85.0
2021-04-17,,11:45:48,12:38:24,120,9657.900390625,00:52:36,581.0,195,169.0,00:52:36,46,55.0,176.0,256.0,8.0,RUNNING,96.0
2025-07-01,,17:47:09,18:04:12,120,,00:17:03,40.0,197,87.0,00:17:03,44,55.0,177.0,172.0,8.0,BODY_AND_MIND,67.0
2015-05-25,Laufen,16:57:29,17:50:38,120,9215.400390625,00:53:09,610.0,200,174.0,00:53:09,42,55.0,180.0,,,RUNNING,101.0
2021-11-01,,18:00:00,18:15:00,60,,00:15:00,,194,,00:15:00,45,55.0,175.0,177.0,8.0,MOBILITY_STATIC,
2019-09-07,Laufen,09:35:00,09:58:03,120,4114.2001953125,00:23:03,174.0,196,,00:23:03,45,55.0,176.0,,,RUNNING,
2025-06-18,,16:16:55,18:45:19,120,,02:28:24,124.0,197,109.0,02:28:24,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,73.0
2018-07-02,Laufen,09:08:37,09:54:21,120,7287.89990234375,00:45:44,369.0,197,,00:45:44,45,55.0,177.0,256.0,,RUNNING,
2023-03-26,,18:54:57,20:25:03,120,,01:30:06,735.0,197,137.0,01:30:06,45,55.0,177.0,177.0,8.0,INDOOR_CYCLING,116.0
2023-04-16,,16:58:04,17:51:13,120,,00:53:09,359.0,197,120.0,00:53:09,45,55.0,177.0,177.0,8.0,INDOOR_CYCLING,104.0
2024-05-06,,16:50:07,17:45:17,120,9605.599609375,00:55:10,534.0,197,160.0,00:55:10,44,55.0,177.0,172.0,8.0,RUNNING,102.0
2023-03-07,,18:47:19,19:09:13,60,,00:21:54,172.0,197,138.0,00:21:54,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,59.0
2021-03-30,,09:36:12,17:16:57,120,71042.296875,07:40:45,1787.0,195,107.0,07:40:45,46,55.0,176.0,256.0,8.0,SNOWBOARDING,64.0
2024-10-03,,19:05:37,20:09:08,120,9609.7001953125,01:03:31,504.0,197,161.0,01:03:31,44,55.0,177.0,172.0,8.0,RUNNING,88.0
2015-06-25,Jogging,19:03:33,20:28:05,120,8300.7998046875,01:24:32,784.0,200,153.0,01:24:32,42,55.0,180.0,,,JOGGING,104.0
2021-06-26,,07:53:18,08:53:56,120,10380.099609375,01:00:38,623.0,194,162.0,01:00:38,45,55.0,175.0,177.0,8.0,JOGGING,85.0
2021-05-02,,15:05:38,16:13:59,120,10807.2998046875,01:08:21,725.0,194,165.0,01:08:21,45,55.0,175.0,177.0,8.0,RUNNING,86.0
2024-12-09,,17:25:04,18:00:18,60,6293.0,00:35:14,327.0,197,153.0,00:35:14,44,55.0,177.0,172.0,8.0,RUNNING,84.0
2020-04-14,Laufen,08:37:43,09:17:53,120,6591.5,00:40:10,400.0,196,,00:40:10,45,55.0,176.0,,,RUNNING,
2025-05-29,,15:52:49,16:07:32,120,3669.89990234375,00:14:43,104.0,197,131.0,00:14:43,44,55.0,177.0,172.0,8.0,ROAD_BIKING,94.0
2023-01-09,,19:41:56,20:38:07,60,10373.7998046875,00:56:11,594.0,197,167.0,00:56:11,45,55.0,177.0,177.0,8.0,RUNNING,101.0
2024-06-29,,10:59:59,12:02:42,120,,01:02:43,535.0,197,148.0,01:02:43,44,55.0,177.0,172.0,8.0,FUNCTIONAL_TRAINING,84.0
2016-06-23,Radfahren,05:03:49,06:33:51,120,36697.0,01:30:02,392.0,199,,01:30:02,44,55.0,179.0,,,CYCLING,
2022-08-07,,14:33:36,15:31:43,120,9714.2998046875,00:58:07,580.0,197,161.0,00:58:07,45,55.0,177.0,177.0,8.0,RUNNING,102.0
2018-09-29,Jogging,08:05:38,08:56:24,120,8769.2001953125,00:50:46,450.0,197,,00:50:46,45,55.0,177.0,256.0,,JOGGING,
2018-06-20,Laufen,08:25:37,09:00:57,120,5553.7998046875,00:35:20,282.0,197,,00:35:20,45,55.0,177.0,256.0,,RUNNING,
2023-04-30,,07:21:27,07:54:11,120,6237.7001953125,00:32:44,330.0,197,167.0,00:32:44,44,55.0,177.0,172.0,8.0,RUNNING,109.0
2024-06-26,,12:41:13,12:52:27,120,2118.89990234375,00:11:14,79.0,197,128.0,00:11:14,44,55.0,177.0,172.0,8.0,WATERSPORTS_KITESURFING,105.0
2022-09-24,,15:19:01,16:36:25,120,12800.900390625,01:17:24,789.0,197,166.0,01:17:24,45,55.0,177.0,177.0,8.0,RUNNING,102.0
2022-12-15,,16:38:57,17:35:09,60,10007.599609375,00:56:12,562.0,197,160.0,00:56:12,45,55.0,177.0,177.0,8.0,RUNNING,96.0
2025-03-18,,17:30:12,18:00:40,60,5245.10009765625,00:30:28,286.0,197,155.0,00:30:28,44,55.0,177.0,172.0,8.0,RUNNING,91.0
2023-04-10,,18:44:24,20:06:36,120,14643.400390625,01:22:12,847.0,197,159.0,01:22:12,45,55.0,177.0,177.0,8.0,RUNNING,72.0
2024-05-19,,09:56:36,10:45:18,120,9647.599609375,00:48:42,324.0,197,126.0,00:48:42,44,55.0,177.0,172.0,8.0,MOUNTAIN_BIKING,55.0
2024-11-18,,18:13:09,19:18:43,60,6813.7998046875,01:05:34,363.0,197,159.0,01:05:34,44,55.0,177.0,172.0,8.0,RUNNING,105.0
2023-09-17,,19:33:41,20:02:32,120,5574.10009765625,00:28:51,286.0,197,162.0,00:28:51,44,55.0,177.0,172.0,8.0,RUNNING,91.0
2022-09-19,,20:07:09,21:10:14,120,9549.0,01:03:05,559.0,197,166.0,01:03:05,45,55.0,177.0,177.0,8.0,RUNNING,100.0
2020-04-02,Laufen,12:27:10,13:05:32,120,6653.7998046875,00:38:22,376.0,196,,00:38:22,45,55.0,176.0,,,RUNNING,
2023-07-26,,18:04:35,19:05:42,120,,01:01:07,418.0,197,131.0,01:01:07,44,55.0,177.0,172.0,8.0,FUNCTIONAL_TRAINING,80.0
2022-08-28,,09:47:34,14:23:55,120,13537.400390625,04:36:21,1226.0,197,107.0,04:36:21,45,55.0,177.0,177.0,8.0,HIKING,79.0
2024-08-15,,19:02:49,20:20:06,120,9279.2998046875,01:17:17,546.0,197,166.0,01:17:17,44,55.0,177.0,172.0,8.0,RUNNING,102.0
2023-03-20,,16:56:13,17:51:07,60,10367.900390625,00:54:54,554.0,197,161.0,00:54:54,45,55.0,177.0,177.0,8.0,RUNNING,82.0
2025-07-31,,17:43:44,19:06:03,120,13738.2001953125,01:22:19,784.0,197,157.0,01:22:19,44,55.0,177.0,172.0,8.0,RUNNING,108.0
2024-07-06,,11:03:18,12:14:53,120,14652.7998046875,01:11:35,349.0,197,105.0,01:11:35,44,55.0,177.0,172.0,8.0,MOUNTAIN_BIKING,67.0
2022-11-03,,19:25:22,20:26:26,60,9870.7001953125,01:01:04,562.0,197,163.0,01:01:04,45,55.0,177.0,177.0,8.0,RUNNING,74.0
2023-02-09,,18:21:53,19:18:56,60,10401.5,00:57:03,559.0,197,158.0,00:57:03,45,55.0,177.0,177.0,8.0,RUNNING,100.0
2023-08-25,,20:00:12,20:51:12,120,7106.10009765625,00:51:00,435.0,197,144.0,00:51:00,44,55.0,177.0,172.0,8.0,RUNNING,88.0
2022-02-25,,14:54:51,16:04:30,60,12061.7998046875,01:09:39,721.0,197,164.0,01:09:39,45,55.0,177.0,177.0,8.0,RUNNING,93.0
2025-07-02,,16:20:53,18:20:05,120,,01:59:12,277.0,197,118.0,01:59:12,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,88.0
2021-03-10,,18:50:47,18:53:34,60,0.0,00:02:47,11.0,195,101.0,00:02:47,46,55.0,176.0,256.0,8.0,MOBILITY_DYNAMIC,93.0
2015-07-08,Laufen,07:38:30,08:09:29,120,3554.0,00:30:59,299.0,200,157.0,00:30:59,42,55.0,180.0,,,RUNNING,101.0
2024-05-26,,13:30:59,15:21:38,120,1033.699951171875,01:50:39,504.0,197,103.0,01:50:39,44,55.0,177.0,172.0,8.0,HIKING,63.0
2022-06-12,,06:57:56,11:41:03,120,32990.80078125,04:43:07,2332.0,197,143.0,04:43:07,45,55.0,177.0,177.0,8.0,MOUNTAIN_BIKING,100.0
2021-07-28,,20:53:56,21:27:10,120,6267.5,00:33:14,351.0,194,165.0,00:33:14,45,55.0,175.0,177.0,8.0,JOGGING,108.0
2020-05-12,Laufen,08:08:14,08:47:44,120,6621.39990234375,00:39:30,418.0,195,,00:39:30,46,55.0,176.0,256.0,,RUNNING,
2025-03-16,,16:57:37,17:44:47,60,6873.7998046875,00:47:10,360.0,197,151.0,00:47:10,44,55.0,177.0,172.0,8.0,RUNNING,78.0
2025-06-04,,18:08:07,19:31:56,120,,01:23:49,435.0,197,112.0,01:23:49,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,76.0
2023-09-06,,19:45:39,20:41:02,120,9634.2998046875,00:55:23,580.0,197,163.0,00:55:23,44,55.0,177.0,172.0,8.0,RUNNING,106.0
2025-05-11,,11:43:09,14:51:09,120,7875.2998046875,03:08:00,994.0,197,114.0,03:08:00,44,55.0,177.0,172.0,8.0,HIKING,72.0
2022-11-15,,17:17:52,18:14:12,60,10445.0,00:56:20,613.0,197,172.0,00:56:20,45,55.0,177.0,177.0,8.0,RUNNING,96.0
2024-02-16,,15:45:46,16:55:25,60,8725.2001953125,01:09:39,538.0,197,145.0,01:09:39,44,55.0,177.0,172.0,8.0,MOUNTAIN_BIKING,98.0
2018-06-19,Freiwasser,13:55:59,14:29:04,120,6.0,00:33:05,94.0,197,,00:33:05,45,55.0,177.0,256.0,,OPEN_WATER_SWIMMING,
2017-05-05,Laufen,09:02:37,09:13:09,120,778.5999755859375,00:10:32,28.0,198,,00:10:32,48,55.0,178.0,,,RUNNING,
2017-04-01,Radfahren,09:12:28,11:05:21,120,35185.80078125,01:52:53,456.0,199,,01:52:53,48,55.0,179.0,220.0,,CYCLING,
2023-04-29,,11:14:56,12:04:57,120,7721.7001953125,00:50:01,492.0,197,167.0,00:50:01,44,55.0,177.0,172.0,8.0,RUNNING,135.0
2021-03-08,,17:14:26,17:55:04,60,6430.0,00:40:38,341.0,195,141.0,00:40:38,46,55.0,176.0,256.0,8.0,RUNNING,85.0
2025-06-22,,08:19:13,12:59:17,120,4221.39990234375,04:40:04,1287.0,197,115.0,04:40:04,44,55.0,177.0,172.0,8.0,HIKING,78.0
2022-06-22,,17:10:00,17:50:00,120,,00:40:00,,197,,00:40:00,45,55.0,177.0,177.0,8.0,CROSS_FIT,
2025-08-13,,16:12:36,17:49:59,120,,01:37:23,147.0,197,112.0,01:37:23,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,77.0
2022-03-01,,19:40:18,20:41:49,60,10328.599609375,01:01:31,645.0,197,166.0,01:01:31,45,55.0,177.0,177.0,8.0,RUNNING,107.0
2024-05-31,,17:24:01,18:24:57,120,4312.2998046875,01:00:56,322.0,197,103.0,01:00:56,44,55.0,177.0,172.0,8.0,HIKING,80.0
2024-07-21,,07:57:20,08:54:34,120,9616.0,00:57:14,575.0,197,163.0,00:57:14,44,55.0,177.0,172.0,8.0,RUNNING,107.0
2024-07-24,,16:31:13,17:11:28,120,18886.099609375,00:40:15,333.0,197,147.0,00:40:15,44,55.0,177.0,172.0,8.0,ROAD_BIKING,87.0
2021-08-16,,20:29:48,21:15:06,120,,00:45:18,182.0,194,100.0,00:45:18,45,55.0,175.0,177.0,8.0,BODY_AND_MIND,69.0
2022-09-16,,09:18:36,10:17:02,120,8774.599609375,00:58:26,521.0,197,150.0,00:58:26,45,55.0,177.0,177.0,8.0,RUNNING,85.0
2021-08-29,,12:02:35,12:51:12,120,8792.7001953125,00:48:37,535.0,194,171.0,00:48:37,45,55.0,175.0,177.0,8.0,RUNNING,100.0
2022-03-14,,17:09:21,18:07:35,60,10356.099609375,00:58:14,600.0,197,164.0,00:58:14,45,55.0,177.0,177.0,8.0,RUNNING,116.0
2022-12-07,,19:36:41,20:34:15,60,10381.5,00:57:34,596.0,197,164.0,00:57:34,45,55.0,177.0,177.0,8.0,RUNNING,114.0
2022-08-01,,08:50:28,10:13:00,120,,01:22:32,287.0,197,95.0,01:22:32,45,55.0,177.0,177.0,8.0,BODY_AND_MIND,59.0
2019-04-07,Laufen,12:45:10,13:25:05,120,7106.2001953125,00:39:55,349.0,197,,00:39:55,45,55.0,177.0,256.0,,RUNNING,
2017-02-27,Laufen,08:36:19,10:42:07,60,20744.80078125,02:05:48,1209.0,199,,02:05:48,48,55.0,179.0,216.0,,RUNNING,
2023-11-05,,14:37:38,15:29:28,60,8821.2998046875,00:51:50,531.0,197,167.0,00:51:50,44,55.0,177.0,172.0,8.0,RUNNING,99.0
2022-03-16,,19:49:20,20:19:54,60,,00:30:34,253.0,197,146.0,00:30:34,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,74.0
2022-12-17,,11:57:04,13:03:40,60,8025.2001953125,01:06:36,661.0,197,159.0,01:06:36,45,55.0,177.0,177.0,8.0,RUNNING,124.0
2021-03-07,,13:55:14,14:55:14,60,,01:00:00,,195,,01:00:00,46,55.0,176.0,256.0,8.0,YOGA,
2015-05-18,Laufen,20:12:43,20:41:38,120,5284.0,00:28:55,285.0,200,,00:28:55,41,55.0,180.0,,,RUNNING,
2025-05-20,,20:19:18,20:44:35,120,,00:25:17,111.0,197,100.0,00:25:17,44,55.0,177.0,172.0,8.0,BODY_AND_MIND,63.0
2019-04-10,Schwimmen,17:38:13,18:09:42,120,,00:31:29,177.0,197,,00:31:29,45,55.0,177.0,256.0,,SWIMMING,
2024-11-20,,20:00:36,21:00:36,60,,01:00:00,,197,,01:00:00,44,55.0,177.0,172.0,8.0,SPINNING,
2017-03-01,Laufen,11:32:04,12:24:38,60,8279.599609375,00:52:34,519.0,199,,00:52:34,48,55.0,179.0,216.0,,RUNNING,
2024-09-30,,19:09:00,20:00:03,120,8277.2998046875,00:51:03,461.0,197,157.0,00:51:03,44,55.0,177.0,172.0,8.0,RUNNING,78.0
2017-05-05,Laufen,09:22:27,09:24:13,120,0.0,00:01:46,2.0,198,,00:01:46,48,55.0,178.0,,,RUNNING,
2023-02-11,,07:40:44,09:10:58,60,1615.699951171875,01:30:14,680.0,197,129.0,01:30:14,45,55.0,177.0,177.0,8.0,ROAD_BIKING,84.0
2024-03-01,,16:12:46,17:23:23,60,12058.400390625,01:10:37,702.0,197,161.0,01:10:37,44,55.0,177.0,172.0,8.0,RUNNING,100.0
2020-04-07,Laufen,18:37:29,18:53:03,120,1670.0999755859375,00:15:34,115.0,196,,00:15:34,45,55.0,176.0,,,RUNNING,
2015-05-24,Laufen,11:51:35,12:50:44,120,9733.2001953125,00:59:09,696.0,200,176.0,00:59:09,42,55.0,180.0,,,RUNNING,102.0
2022-06-11,,18:11:11,19:18:33,120,5756.2998046875,01:07:22,647.0,197,156.0,01:07:22,45,55.0,177.0,177.0,8.0,RUNNING,127.0
2023-07-24,,19:00:50,20:02:00,120,9499.900390625,01:01:10,511.0,197,151.0,01:01:10,44,55.0,177.0,172.0,8.0,RUNNING,77.0
2016-06-18,Laufen,10:40:06,12:55:21,120,21487.30078125,02:15:15,1256.0,199,,02:15:15,44,55.0,179.0,,,RUNNING,
2022-06-19,,08:02:43,08:46:42,120,,00:43:59,281.0,197,122.0,00:43:59,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,81.0
2022-07-09,,08:00:55,08:33:06,120,,00:32:11,145.0,197,102.0,00:32:11,45,55.0,177.0,177.0,8.0,BODY_AND_MIND,78.0
2021-09-14,,20:41:02,21:02:20,120,,00:21:18,37.0,194,76.0,00:21:18,45,55.0,175.0,177.0,8.0,MOBILITY_STATIC,49.0
2021-05-24,,07:57:23,08:37:35,120,6371.7998046875,00:40:12,358.0,194,151.0,00:40:12,45,55.0,175.0,177.0,8.0,RUNNING,85.0
2023-08-09,,17:41:32,18:28:13,120,5134.89990234375,00:46:41,443.0,197,156.0,00:46:41,44,55.0,177.0,172.0,8.0,RUNNING,88.0
2023-05-31,,17:36:42,18:38:33,120,10409.900390625,01:01:51,599.0,197,158.0,01:01:51,44,55.0,177.0,172.0,8.0,RUNNING,104.0
2024-08-01,,08:29:31,10:08:46,120,9494.7998046875,01:39:15,693.0,197,128.0,01:39:15,44,55.0,177.0,172.0,8.0,WATERSPORTS_KITESURFING,93.0
2023-08-06,,16:40:06,18:02:11,120,,01:22:05,284.0,197,103.0,01:22:05,44,55.0,177.0,172.0,8.0,VERTICALSPORTS_WALLCLIMBING,64.0
2023-05-30,,18:19:41,19:06:40,120,4572.5,00:46:59,372.0,197,138.0,00:46:59,44,55.0,177.0,172.0,8.0,OPEN_WATER_SWIMMING,103.0
2023-02-03,,06:03:08,06:29:50,60,,00:26:42,169.0,197,121.0,00:26:42,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,88.0
2023-12-11,,16:59:30,17:36:09,60,6271.7998046875,00:36:39,351.0,197,156.0,00:36:39,44,55.0,177.0,172.0,8.0,RUNNING,88.0
2017-04-05,Laufen,11:33:03,12:22:55,120,8317.5,00:49:52,478.0,199,,00:49:52,48,55.0,179.0,220.0,,RUNNING,
2024-10-27,,15:02:42,17:23:27,60,3356.89990234375,02:20:45,742.0,197,109.0,02:20:45,44,55.0,177.0,172.0,8.0,HIKING,69.0
2024-01-22,,17:37:38,18:19:49,60,,00:42:11,251.0,197,142.0,00:42:11,44,55.0,177.0,172.0,8.0,INDOOR_CYCLING,118.0
2023-03-10,,17:05:22,18:00:41,60,10348.2001953125,00:55:19,575.0,197,167.0,00:55:19,45,55.0,177.0,177.0,8.0,RUNNING,86.0
2023-02-19,,13:13:21,15:13:30,60,,02:00:09,852.0,197,124.0,02:00:09,45,55.0,177.0,177.0,8.0,INDOOR_CYCLING,84.0
2022-05-24,,19:06:20,19:45:26,120,0.0,00:39:06,293.0,197,133.0,00:39:06,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,80.0
2022-04-01,,18:29:09,19:07:07,120,0.0,00:37:58,290.0,197,136.0,00:37:58,45,55.0,177.0,177.0,8.0,FUNCTIONAL_TRAINING,79.0
2025-07-05,,07:59:48,12:10:37,120,23803.599609375,04:10:49,2473.0,197,161.0,04:10:49,44,55.0,177.0,172.0,8.0,RUNNING,79.0
2019-04-25,Schwimmen,16:03:21,16:31:32,120,,00:28:11,203.0,196,,00:28:11,45,55.0,176.0,,,SWIMMING,
2024-08-29,,19:08:17,20:22:16,120,10242.2001953125,01:13:59,581.0,197,166.0,01:13:59,44,55.0,177.0,172.0,8.0,RUNNING,123.0
2021-07-24,,07:14:41,08:09:24,120,9587.2001953125,00:54:43,544.0,194,157.0,00:54:43,45,55.0,175.0,177.0,8.0,JOGGING,92.0
2024-07-05,,14:36:23,17:27:48,120,16611.099609375,02:51:25,494.0,197,115.0,02:51:25,44,55.0,177.0,172.0,8.0,MOUNTAIN_BIKING,78.0
2024-01-07,,16:49:18,17:46:57,60,10458.2998046875,00:57:39,588.0,197,165.0,00:57:39,44,55.0,177.0,172.0,8.0,RUNNING,95.0
2022-08-12,,21:24:00,00:00:40,120,5132.7998046875,02:36:40,670.0,197,110.0,02:36:40,45,55.0,177.0,177.0,8.0,OTHER_OUTDOOR,66.0
2022-11-09,,13:39:46,14:15:30,60,1475.0,00:35:44,268.0,197,129.0,00:35:44,45,55.0,177.0,177.0,8.0,POOL_SWIMMING,82.0
2022-03-20,,10:55:49,12:26:45,60,14525.400390625,01:30:56,905.0,197,159.0,01:30:56,45,55.0,177.0,177.0,8.0,RUNNING,111.0
2018-07-11,Schwimmen,15:42:34,16:31:27,120,,00:48:53,146.0,197,,00:48:53,45,55.0,177.0,,,SWIMMING,
2022-07-28,,20:34:21,21:29:32,120,9239.7001953125,00:55:11,543.0,197,158.0,00:55:11,45,55.0,177.0,177.0,8.0,RUNNING,113.0
2018-07-10,Radfahren,18:08:46,18:08:59,120,,00:00:13,1.0,197,,00:00:13,45,55.0,177.0,,,CYCLING,
2015-06-09,Laufen,19:58:43,20:48:18,120,7375.0,00:49:35,453.0,200,153.0,00:49:35,41,55.0,180.0,,,RUNNING,101.0
2021-03-24,,18:03:32,18:35:25,60,4955.39990234375,00:31:53,262.0,195,141.0,00:31:53,46,55.0,176.0,256.0,8.0,RUNNING,97.0
2020-05-09,Laufen,09:38:19,10:49:29,120,11201.2998046875,01:11:10,621.0,195,,01:11:10,46,55.0,176.0,256.0,,RUNNING,
2021-08-28,,08:57:49,10:18:26,120,,01:20:37,240.0,194,85.0,01:20:37,45,55.0,175.0,177.0,8.0,BODY_AND_MIND,53.0
2021-07-18,,09:19:11,10:24:39,120,,01:05:28,260.0,194,100.0,01:05:28,45,55.0,175.0,177.0,8.0,BODY_AND_MIND,66.0
2024-06-26,,12:17:18,12:28:44,120,227.10000610351562,00:11:26,59.0,197,108.0,00:11:26,44,55.0,177.0,172.0,8.0,WATERSPORTS_KITESURFING,83.0
2022-05-15,,07:29:36,10:49:09,120,32468.80078125,03:19:33,812.0,197,118.0,03:19:33,45,55.0,177.0,177.0,8.0,MOUNTAIN_BIKING,88.0
2022-09-14,,09:42:28,10:51:17,120,10773.900390625,01:08:49,467.0,197,127.0,01:08:49,45,55.0,177.0,177.0,8.0,MOUNTAIN_BIKING,89.0
2022-06-17,,22:13:16,23:15:11,120,9932.7998046875,01:01:55,606.0,197,157.0,01:01:55,45,55.0,177.0,177.0,8.0,RUNNING,99.0
2015-08-24,Running,20:29:26,21:08:20,120,4453.89990234375,00:38:54,349.0,200,152.0,00:38:54,41,55.0,180.0,,,RUNNING,110.0
2021-07-11,,14:38:47,15:16:25,120,13545.7998046875,00:37:38,312.0,194,150.0,00:37:38,45,55.0,175.0,177.0,8.0,MOUNTAIN_BIKING,103.0
2018-11-09,Laufen,08:01:12,09:00:16,60,10109.7998046875,00:59:04,641.0,197,,00:59:04,45,55.0,177.0,,,RUNNING,
2023-08-21,,19:14:16,20:02:14,120,7668.7998046875,00:47:58,441.0,197,156.0,00:47:58,44,55.0,177.0,172.0,8.0,RUNNING,102.0
2023-04-23,,11:25:44,13:04:37,120,38109.30078125,01:38:53,819.0,197,150.0,01:38:53,44,55.0,177.0,172.0,8.0,ROAD_BIKING,72.0
2025-04-23,,19:32:38,20:08:51,120,1020.0,00:36:13,227.0,197,117.0,00:36:13,44,55.0,177.0,172.0,8.0,POOL_SWIMMING,78.0
2023-06-01,,06:27:26,07:08:04,120,16184.099609375,00:40:38,312.0,197,142.0,00:40:38,44,55.0,177.0,172.0,8.0,ROAD_BIKING,85.0
2024-07-23,,18:50:19,19:27:08,120,6388.60009765625,00:36:49,349.0,197,156.0,00:36:49,44,55.0,177.0,172.0,8.0,RUNNING,89.0
2021-03-15,,17:02:07,17:40:55,60,6536.7998046875,00:38:48,330.0,195,142.0,00:38:48,46,55.0,176.0,256.0,8.0,RUNNING,96.0
2022-10-30,,10:30:16,12:36:08,60,21397.900390625,02:05:52,1377.0,197,179.0,02:05:52,45,55.0,177.0,177.0,8.0,RUNNING,134.0
2020-03-31,Laufen,10:39:18,11:18:56,120,6685.7998046875,00:39:38,385.0,196,,00:39:38,45,55.0,176.0,256.0,,RUNNING,
2022-08-27,,07:39:04,07:53:09,120,,00:14:05,100.0,197,126.0,00:14:05,45,55.0,177.0,177.0,8.0,BODY_AND_MIND,88.0
2021-03-17,,18:38:24,18:48:26,60,0.0,00:10:02,27.0,195,87.0,00:10:02,46,55.0,176.0,256.0,8.0,MOBILITY_DYNAMIC,65.0
